"B[1]" "B[2]" "B[3]" "B[4]" "B[5]" "B[6]" "B[7]" "B[8]" "B[9]" "B[10]" "B[11]" "B[12]" "N[1]" "N[2]" "N[3]" "N[4]" "N[5]" "N[6]" "N[7]" "N[8]" "N[9]" "N[10]" "N[11]" "N[12]" "N.nest[1]" "N.nest[2]" "N.nest[3]" "N.nest[4]" "N.nest[5]" "N.nest[6]" "N.nest[7]" "N.nest[8]" "N.nest[9]" "N.nest[10]" "N.nest[11]" "N.nest[12]" "N.walk[1]" "N.walk[2]" "N.walk[3]" "N.walk[4]" "N.walk[5]" "N.walk[6]" "N.walk[7]" "N.walk[8]" "N.walk[9]" "N.walk[10]" "N.walk[11]" "N.walk[12]" "Ntot" "b[1]" "b[2]" "b[3]" "b[4]" "b[5]" "b[6]" "b[7]" "b[8]" "b[9]" "b[10]" "b[11]" "b[12]"
3042 16 4363 2102 1089 1415 844 8501 2778 4872 9701 2105 3042 1904 5623 5786 4813 4511 3795 10987 9848 11318 17054 13150 1154 644 1939 2062 1717 1560 1309 3917 3402 3965 6009 4536 1888 1260 3684 3724 3096 2951 2486 7070 6446 7353 11045 8614 40828 0.0735397454012875 0.00047926570445026 0.106487297463419 0.0510031675155492 0.0266064781724265 0.0338457129153768 0.020563826161069 0.211404068081292 0.0676190447970446 0.11972762979024 0.236600273625841 0.0521234903720033
3174 32 4091 2285 854 1258 1002 8593 2712 4707 9911 1999 3174 1958 5454 5848 4743 4297 3843 11118 9917 11073 17140 13248 1248 595 1891 1959 1704 1456 1318 3913 3551 3844 5891 4619 1926 1363 3563 3889 3039 2841 2525 7205 6366 7229 11249 8629 40618 0.0796482309819912 0.000655853511003285 0.102554104232091 0.0581323493551113 0.0209083651138152 0.0324589951791977 0.025347492495506 0.207120743704552 0.0664086087820114 0.113908557672918 0.242545187678041 0.0503115112937631
3088 0 4069 2735 804 1386 1164 8506 2721 4740 9659 2298 3088 1913 5355 6255 4906 4495 4095 11160 9907 11139 16907 13225 1175 627 1835 2153 1797 1564 1441 3974 3508 3891 5980 4638 1913 1286 3520 4102 3109 2931 2654 7186 6399 7248 10927 8587 41170 0.0785210176411527 2.7975348935196e-06 0.0985115548736245 0.0674094625833895 0.0192101791095032 0.03339591253006 0.0287815640331708 0.205455889665565 0.0648606203318322 0.116247581151991 0.233462191962975 0.0541412285818428
3126 12 3960 2579 642 1422 1157 8910 2345 5040 9288 2026 3126 1970 5313 6007 4573 4322 3955 11493 9812 11399 16727 12814 1168 617 1885 2076 1673 1524 1372 4026 3453 3960 5939 4560 1958 1353 3428 3931 2900 2798 2583 7467 6359 7439 10788 8254 40507 0.0765264475751504 0.000437803353919706 0.0953647833765509 0.0643791956341846 0.0156481747510365 0.0356542238597955 0.0285661540511145 0.219151867244588 0.0585524008982519 0.125310773949279 0.230820222813498 0.0495879524926311
3072 4 4271 2375 896 1024 1209 9245 2012 4609 9417 2310 3072 1886 5555 5993 4830 4125 3856 11753 9581 10783 16374 12932 1190 602 1937 2059 1729 1478 1348 4184 3407 3826 5752 4541 1882 1284 3618 3934 3101 2647 2508 7569 6174 6957 10622 8391 40444 0.0757203135329341 0.000127144068341568 0.107721972850945 0.0604175538088959 0.0225943229781525 0.0246656287110806 0.0303788994818178 0.229879468714114 0.0482607519815383 0.114281559935974 0.228557916872514 0.0573944670636918
3142 9 3771 2578 865 1393 1003 8966 2185 5006 8967 2373 3142 1984 5166 5919 4698 4422 3884 11507 9761 11316 16387 12952 1167 589 1825 2086 1669 1541 1343 3931 3451 3896 5808 4574 1975 1395 3341 3833 3029 2881 2541 7576 6310 7420 10579 8378 40258 0.077950418158011 0.00022353418224816 0.0947090063247547 0.0644051956523475 0.0213063332936158 0.0339202255728448 0.0256103113987297 0.220567016219225 0.0538474244313933 0.125737383531309 0.223759295201326 0.0579638560341951
3098 2 3967 2595 1077 969 840 9123 2333 5015 9162 2076 3098 1880 5216 6028 4992 4195 3595 11445 9722 11328 16596 12851 1220 631 1783 2113 1766 1440 1273 4056 3409 3894 5821 4553 1878 1249 3433 3915 3226 2755 2322 7389 6313 7434 10775 8298 40257 0.0807082761978329 5.06601979773479e-05 0.100745984559018 0.0665875364529251 0.0264672160255692 0.0238794097405876 0.0215946875679199 0.223279949654163 0.0567902245536897 0.124401312119769 0.224485561735372 0.0510091811951757
3151 23 3665 2483 1182 1373 722 8840 2200 4662 9886 2250 3151 1989 5035 5717 4884 4570 3731 11294 9601 10915 17014 13338 1185 619 1801 2015 1687 1561 1277 3893 3348 3787 5926 4659 1966 1370 3234 3702 3197 3009 2454 7401 6253 7128 11088 8679 40437 0.0780631161651952 0.000554209888236781 0.0908413923819976 0.0616514529143064 0.0293060203850479 0.034368051666014 0.0177319712386201 0.220701808185942 0.0531324630611431 0.11368098105494 0.243444810248282 0.0565237228102747
3095 0 3967 2389 1166 1081 1000 8764 2650 4939 9307 1972 3095 1904 5278 5796 4942 4299 3759 11241 9918 11437 16786 12942 1191 593 1871 2020 1724 1540 1282 3973 3420 3958 5816 4607 1904 1311 3407 3776 3218 2759 2477 7268 6498 7479 10970 8335 40330 0.0782028042359906 1.64861418970592e-05 0.099631109704693 0.0583429773421484 0.0281321861843189 0.0269306757827126 0.0239462857299643 0.215627198341465 0.0648934806871845 0.120316796670457 0.234072336553921 0.0498876626252477
3158 38 3985 2278 1229 886 1124 9233 2411 4457 9781 2407 3158 2030 5369 5755 4954 4115 3768 11694 10000 10925 16858 13338 1166 646 1892 2030 1725 1471 1307 4105 3532 3848 5927 4674 1992 1384 3477 3725 3229 2644 2461 7589 6468 7077 10931 8664 40987 0.0762774252480678 0.00135724733703619 0.0976340003261867 0.0567843196455036 0.0294170587651433 0.0214431107465541 0.0271188083298586 0.227149647206917 0.0594359377442372 0.106853297880797 0.236720488187315 0.0598086585823831
