"B[1]" "B[2]" "B[3]" "B[4]" "B[5]" "B[6]" "B[7]" "B[8]" "B[9]" "B[10]" "B[11]" "B[12]" "N[1]" "N[2]" "N[3]" "N[4]" "N[5]" "N[6]" "N[7]" "N[8]" "N[9]" "N[10]" "N[11]" "N[12]" "N.nest[1]" "N.nest[2]" "N.nest[3]" "N.nest[4]" "N.nest[5]" "N.nest[6]" "N.nest[7]" "N.nest[8]" "N.nest[9]" "N.nest[10]" "N.nest[11]" "N.nest[12]" "N.walk[1]" "N.walk[2]" "N.walk[3]" "N.walk[4]" "N.walk[5]" "N.walk[6]" "N.walk[7]" "N.walk[8]" "N.walk[9]" "N.walk[10]" "N.walk[11]" "N.walk[12]" "Ntot" "b[1]" "b[2]" "b[3]" "b[4]" "b[5]" "b[6]" "b[7]" "b[8]" "b[9]" "b[10]" "b[11]" "b[12]"
3196 17 4175 2302 1087 1320 1133 9156 2328 5344 8628 3212 3196 1921 5431 5760 4729 4241 3760 11534 9544 11297 15822 13138 1292 665 1973 2118 1808 1614 1382 4318 3591 4103 5896 4949 1904 1256 3458 3642 2921 2627 2378 7216 5953 7194 9926 8189 41898 0.0788260591563371 0.000478005960777216 0.0996826239206303 0.0553169481277612 0.0270521464065361 0.0322813639380461 0.0274161603168753 0.216883416930951 0.0559865287232786 0.126362848238716 0.205059915246691 0.0746539830334009
3176 49 4298 2261 1478 1140 1190 9280 1892 5120 9380 2685 3176 1929 5571 5784 5125 4272 3894 11748 9317 10964 16234 12871 1296 656 2048 2137 1993 1568 1426 4323 3473 4110 6048 4772 1880 1273 3523 3647 3132 2704 2468 7425 5844 6854 10186 8099 41949 0.0772547614708603 0.00119244217544744 0.10284298936366 0.0549269184322808 0.0345143130081853 0.0277181403890999 0.027656605244059 0.222804165464548 0.0454167125141053 0.120959321333893 0.220432264838293 0.0642813657655681
3228 4 4008 2281 1429 984 1256 9084 2198 5112 9314 3029 3228 1972 5312 5634 5010 4137 3848 11504 9520 11138 16335 13228 1260 668 1959 2053 1857 1545 1428 4182 3494 4117 6136 4766 1968 1304 3353 3581 3153 2592 2420 7322 6026 7021 10199 8462 41927 0.0778513652764141 9.85482752017391e-05 0.0949912711448136 0.0552937375773568 0.033443206811759 0.0230884734161227 0.0286811185735729 0.217247110565712 0.053146753173281 0.121467625105798 0.222193448621532 0.0724973414584355
3129 24 4214 2587 1161 1283 1112 8875 2535 5288 9165 2918 3129 1893 5474 5990 4974 4388 3896 11334 9616 11331 16371 13168 1260 633 2071 2177 1869 1604 1437 4253 3573 4125 6121 4860 1869 1260 3403 3813 3105 2784 2459 7081 6043 7206 10250 8308 42291 0.0761858375603633 0.00064464569445759 0.0985307972383239 0.0614430773533039 0.0268441830891608 0.0302426067604385 0.0252086481230178 0.212935476650123 0.0591612848776123 0.124663768753889 0.214957627803285 0.0691820460960249
2996 16 3933 2220 1795 995 824 9512 2399 4776 9826 2566 2996 1787 5122 5387 5115 4300 3565 11738 9763 10961 16750 13111 1225 598 1955 2067 1810 1559 1339 4374 3578 4037 6205 4854 1771 1189 3167 3320 3305 2741 2226 7364 6185 6924 10545 8257 41858 0.071611039614449 0.000427836950589636 0.0908285784515781 0.0542418500572859 0.042733449765358 0.0241577114736284 0.0196020395857943 0.229652377622136 0.0566591915482758 0.112384269139744 0.234760739121474 0.0629409166696864
3173 10 4152 2046 1638 880 1075 9332 2142 4893 9974 2282 3173 1938 5441 5485 5046 4113 3702 11617 9471 10853 16835 12900 1245 649 2002 2077 1813 1486 1417 4288 3511 3992 6217 4769 1928 1289 3439 3408 3233 2627 2285 7329 5960 6861 10618 8131 41597 0.0762396159099354 0.000200426920034048 0.0991410918043654 0.0497014357523633 0.0388541296702356 0.019032435084276 0.0251719739215655 0.228400913157987 0.0508723818484915 0.119001273881513 0.239691653681921 0.053692668367312
2917 7 4043 2076 1964 926 883 9255 2320 4916 9526 3002 2917 1713 5177 5342 5263 4247 3598 11496 9526 10933 16432 13343 1211 579 1911 2043 1942 1532 1357 4290 3509 4027 6091 4916 1706 1134 3266 3299 3321 2715 2241 7206 6017 6906 10341 8427 41835 0.070026223539336 0.000176569806959682 0.0940253733850209 0.0501807693981794 0.0473524464005687 0.0222801538369344 0.0214963405155651 0.221762417597795 0.055070941144023 0.120519412157431 0.224059145899668 0.0730502063185188
3198 17 3839 2189 1795 1209 1069 9013 2402 4625 9070 3219 3198 1944 5130 5392 5155 4441 3876 11457 9642 10749 15924 13145 1271 653 1927 2032 1923 1634 1432 4217 3518 3895 5998 4881 1927 1291 3203 3360 3232 2807 2444 7240 6124 6854 9926 8264 41645 0.0788389585877854 0.000425377263242039 0.0917962982145065 0.0512903742237112 0.0441070357406285 0.0294156222450441 0.0246191188896656 0.214120613403307 0.0573356915209181 0.113673277904493 0.215738977051411 0.0786386549552874
3230 21 4061 2448 1418 1090 1070 9059 2310 5348 9255 3107 3230 1995 5389 5873 5158 4346 3830 11513 9560 11369 16432 13395 1256 667 1964 2133 1902 1586 1376 4263 3539 4192 6144 4863 1974 1328 3425 3740 3256 2760 2454 7250 6021 7177 10288 8532 42417 0.0753932667273406 0.00025847973700009 0.0969930317604558 0.058858988782442 0.0333149709492823 0.0261749514415815 0.0251014033910347 0.212245868784662 0.0560303065409555 0.12483223744409 0.216541991366857 0.0742545030742988
3274 42 4132 2495 1278 1025 1078 9216 2371 4877 9555 2925 3274 2022 5471 5943 5024 4194 3723 11585 9665 10956 16477 13306 1294 683 2023 2197 1855 1549 1354 4291 3586 4034 6096 4834 1980 1339 3448 3746 3169 2645 2369 7294 6079 6922 10381 8472 42268 0.0764601486848693 0.00107723594288678 0.0975212864292585 0.0572064068601087 0.0300363042648996 0.0249797301545608 0.0265496448470846 0.220422345159182 0.0556741080611348 0.112318643745455 0.229431612636329 0.0683225332142311
