"B[1]" "B[2]" "B[3]" "B[4]" "B[5]" "B[6]" "B[7]" "B[8]" "B[9]" "B[10]" "B[11]" "B[12]" "N[1]" "N[2]" "N[3]" "N[4]" "N[5]" "N[6]" "N[7]" "N[8]" "N[9]" "N[10]" "N[11]" "N[12]" "N.nest[1]" "N.nest[2]" "N.nest[3]" "N.nest[4]" "N.nest[5]" "N.nest[6]" "N.nest[7]" "N.nest[8]" "N.nest[9]" "N.nest[10]" "N.nest[11]" "N.nest[12]" "N.walk[1]" "N.walk[2]" "N.walk[3]" "N.walk[4]" "N.walk[5]" "N.walk[6]" "N.walk[7]" "N.walk[8]" "N.walk[9]" "N.walk[10]" "N.walk[11]" "N.walk[12]" "Ntot" "b[1]" "b[2]" "b[3]" "b[4]" "b[5]" "b[6]" "b[7]" "b[8]" "b[9]" "b[10]" "b[11]" "b[12]"
3142 18 4333 2544 1431 1064 1443 9135 2764 4973 10319 3169 3142 1871 5568 6007 5224 4354 4141 11736 10049 11234 17362 14061 1289 636 2105 2214 1934 1656 1540 4451 3788 4191 6470 5149 1853 1235 3463 3793 3290 2698 2601 7285 6261 7043 10892 8912 44335 0.0705228439127003 0.000261114475647881 0.0994500472573899 0.0578729979231383 0.0322268593372622 0.0242918676748581 0.031035000284633 0.206401090844235 0.0638729241733146 0.111528139048623 0.233140422185183 0.0693966928830146
3303 12 4175 2635 1408 1221 1209 9380 2919 5003 10309 2617 3303 1972 5483 6100 5208 4502 4061 11970 10437 11632 17610 13636 1343 664 2018 2300 1927 1650 1471 4452 3808 4331 6591 5014 1960 1308 3465 3800 3281 2852 2590 7518 6629 7301 11019 8622 44191 0.0755234573247326 0.000367524694552722 0.0964264301347446 0.0579968669899615 0.0311124952559622 0.0290713082338051 0.0273218730107826 0.209973534916921 0.0649838200305972 0.115466399447658 0.230985873436789 0.060770416523494
3149 14 4179 2498 1528 1052 1023 9396 2857 5047 10181 2925 3149 1917 5441 5868 5216 4360 3761 11770 10180 11418 17436 13883 1246 655 2071 2180 1908 1622 1387 4447 3809 4163 6478 5086 1903 1262 3370 3688 3308 2738 2374 7323 6371 7255 10958 8797 43849 0.0716674244880754 0.000224674705974045 0.0953406549056678 0.0580044206711179 0.035083017147736 0.023874410297639 0.0228285433942681 0.214283552830869 0.0641390002290804 0.116456911086843 0.23236587502201 0.065731515220719
3515 9 3968 2286 1850 1179 1054 9308 2696 4809 10460 3047 3515 2149 5367 5675 5409 4571 3976 11823 10182 11246 17496 14032 1375 750 1978 2116 2017 1649 1461 4337 3745 4210 6511 5160 2140 1399 3389 3559 3392 2922 2515 7486 6437 7036 10985 8872 44181 0.0806031773952086 0.000251578002839348 0.0919102303314591 0.05100694728349 0.0423452654238583 0.0268260792515908 0.0235462493137584 0.21065435998651 0.0588195617437829 0.106305307374182 0.23829114618547 0.0694400977078505
3215 12 4540 2269 1276 940 1220 9516 2863 5209 10338 2608 3215 1945 5838 5941 4986 4090 3733 11845 10272 11744 17834 13977 1282 647 2166 2231 1836 1577 1404 4436 3737 4248 6465 5199 1933 1298 3672 3710 3150 2513 2329 7409 6535 7496 11369 8778 44006 0.0725029897846245 0.000225419822996561 0.101555125935309 0.0535200118366366 0.0289478710587152 0.0223208208486772 0.027724933937769 0.216742900751686 0.0629602598483385 0.118815351843122 0.233402230626475 0.0612820837056501
3128 35 4201 2713 1497 924 1178 9118 2808 4949 9662 3719 3128 1896 5440 6124 5341 4317 3847 11522 10029 11242 16693 14040 1267 657 2029 2280 1948 1648 1443 4301 3736 4211 6372 5146 1861 1239 3411 3844 3393 2669 2404 7221 6293 7031 10321 8894 43932 0.0702168130548728 0.000563752114015508 0.0977493663897524 0.0632544477208111 0.0350354140153016 0.020476419688685 0.0261252727394281 0.206487550185089 0.06455383274992 0.111106304374257 0.219026264223525 0.0854045627443421
3316 58 4272 2847 1608 729 1254 9303 3389 4700 10038 2998 3316 2017 5593 6371 5652 4323 3996 11869 10853 11621 17335 13906 1357 696 2069 2327 2058 1581 1430 4405 3932 4324 6427 5143 1959 1321 3524 4044 3594 2742 2566 7464 6921 7297 10908 8763 44512 0.0764759187775378 0.00140507802853413 0.0974406332841853 0.0633517642461047 0.0356938727523532 0.0168751261868897 0.0271602304094615 0.206997312826305 0.0772950650029876 0.106183007766175 0.225013989385647 0.0661080013338183
3151 56 4428 2292 1850 784 1228 9218 3284 3946 9725 3599 3151 1931 5694 5886 5527 4328 3919 11713 10680 10689 16399 13861 1276 665 2100 2209 1983 1637 1424 4317 3937 4015 6137 5022 1875 1266 3594 3677 3544 2691 2495 7396 6743 6674 10262 8839 43561 0.0733284777960214 0.00129135872591368 0.0995514495418612 0.0546814065592025 0.042737934690756 0.018462869769796 0.0283442120209263 0.212918426932873 0.0744888950511328 0.0907252402796479 0.221646166934843 0.0818235616970261
3273 61 4462 2337 1645 609 1513 9266 2957 4650 10108 2837 3273 2006 5789 6002 5385 4062 4048 11805 10309 11133 17155 13693 1328 679 2124 2262 1932 1527 1509 4453 3826 4086 6299 5062 1945 1327 3665 3740 3453 2535 2539 7352 6483 7047 10856 8631 43718 0.0740580453033532 0.00140263783760895 0.103877325231791 0.0527148341475372 0.0372317392127291 0.0141957005303131 0.0354156499539627 0.21379058681478 0.0667715774028541 0.105895484510059 0.229636476344507 0.0650099427105045
3224 22 4420 2574 1479 782 1193 9032 3196 4679 10091 3150 3224 1924 5710 6175 5323 4126 3759 11371 10399 11212 17123 13884 1322 634 2109 2331 1979 1560 1420 4168 3866 4180 6389 5130 1902 1290 3601 3844 3344 2566 2339 7203 6533 7032 10734 8754 43842 0.0753822007090606 0.000503465005876046 0.101563208072218 0.058640013320561 0.0344128180255852 0.0185404960268353 0.0270322575808237 0.20529687101487 0.0733373531367566 0.106575938863772 0.226423189747625 0.0722921884960167
