"B[1]" "B[2]" "B[3]" "B[4]" "B[5]" "B[6]" "B[7]" "B[8]" "B[9]" "B[10]" "B[11]" "B[12]" "N[1]" "N[2]" "N[3]" "N[4]" "N[5]" "N[6]" "N[7]" "N[8]" "N[9]" "N[10]" "N[11]" "N[12]" "N.nest[1]" "N.nest[2]" "N.nest[3]" "N.nest[4]" "N.nest[5]" "N.nest[6]" "N.nest[7]" "N.nest[8]" "N.nest[9]" "N.nest[10]" "N.nest[11]" "N.nest[12]" "N.walk[1]" "N.walk[2]" "N.walk[3]" "N.walk[4]" "N.walk[5]" "N.walk[6]" "N.walk[7]" "N.walk[8]" "N.walk[9]" "N.walk[10]" "N.walk[11]" "N.walk[12]" "Ntot" "b[1]" "b[2]" "b[3]" "b[4]" "b[5]" "b[6]" "b[7]" "b[8]" "b[9]" "b[10]" "b[11]" "b[12]"
3120 22 3697 2593 1057 1239 968 9025 2411 4701 9653 2621 3120 1847 4892 5601 4526 4039 3473 11168 9230 10384 16025 12519 1295 652 1884 2132 1726 1534 1330 4349 3547 4012 6127 4788 1825 1195 3008 3469 2800 2505 2143 6819 5683 6372 9898 7731 41107 0.0742103480595964 0.00055186351044282 0.0904411212816478 0.0644491725179427 0.0253520136797083 0.0289896713871441 0.0222119152450373 0.220404534886443 0.0591203406226927 0.113512057748014 0.237099525828659 0.0636574352326717
3127 43 4070 2678 865 1384 891 8722 2338 4861 9469 2442 3127 1856 5276 5970 4616 4198 3473 10847 9026 10364 15876 12197 1314 650 1984 2219 1802 1616 1348 4159 3523 3957 6121 4706 1813 1206 3292 3751 2814 2582 2125 6688 5503 6407 9755 7491 40890 0.07257307259934 0.00131543899879476 0.102034692351928 0.0661243108502291 0.0207760132931846 0.0339432189289088 0.0221096642269519 0.212737458265114 0.0573405000062763 0.118986653121687 0.233178397405178 0.0588805799524075
2963 18 4128 2484 1142 1007 887 9224 2501 4746 9195 3260 2963 1786 5307 5773 4687 3889 3277 11204 9434 10589 15739 12993 1195 607 2018 2228 1805 1499 1297 4271 3591 4045 6006 4970 1768 1179 3289 3545 2882 2390 1980 6933 5843 6544 9733 8023 41555 0.0720777981313588 0.000364204936896374 0.100264731330284 0.0621648038428202 0.0284755064598355 0.025261198360752 0.0215731115712361 0.222202140822099 0.0579592476767538 0.113272268211682 0.218223293631546 0.0781616950247363
2944 2 4087 2445 1314 1234 984 9192 2287 4975 8904 3230 2944 1696 5213 5707 4872 4266 3640 11387 9430 10785 15598 12754 1250 570 1951 2149 1840 1610 1445 4244 3620 4091 6074 4852 1694 1126 3262 3558 3032 2656 2195 7143 5810 6694 9524 7902 41598 0.0727694984640589 5.94152838213755e-05 0.0978709423933433 0.057762217901367 0.0314439755214501 0.0289805497150777 0.0233812642543978 0.217731722361956 0.0565818196438033 0.120913609973223 0.214491116057712 0.0780138684297896
3015 12 4413 2538 963 1284 914 9224 2303 5133 8881 3578 3015 1754 5545 6016 4732 4217 3501 11355 9302 10850 15534 13051 1273 622 2067 2247 1799 1630 1370 4356 3585 4197 6061 4930 1742 1132 3478 3769 2933 2587 2131 6999 5717 6653 9473 8121 42258 0.0689314841410519 0.000395547095812211 0.104501912605114 0.058989819469185 0.0217831443979411 0.0296549307030148 0.0213508272783396 0.218443257109348 0.0546088813441453 0.119533451222498 0.215702647997207 0.0861040966363428
3105 9 4083 2372 1285 1072 1067 9125 2617 4455 9425 3238 3105 1793 5222 5585 4716 3993 3500 11272 9659 10396 15824 13099 1321 654 2009 2154 1795 1560 1353 4230 3718 3997 5963 4895 1784 1139 3213 3431 2921 2433 2147 7042 5941 6399 9861 8204 41853 0.0742978592511865 0.000129239002767649 0.0942408326407729 0.0566996066977182 0.0309338291265855 0.0261008407166658 0.0252900436218373 0.218393096582257 0.0629889207717029 0.10598391381585 0.226992551803864 0.0779492659687919
2923 59 4207 2301 1171 1077 1155 8740 2888 4483 9679 2797 2923 1753 5311 5622 4638 3887 3532 10905 9616 10453 16081 12617 1229 649 1990 2155 1828 1510 1367 4177 3646 4051 6261 4726 1694 1104 3321 3467 2810 2377 2165 6728 5970 6402 9820 7891 41480 0.0704703436307219 0.0012761932849526 0.0981522072909806 0.0559978334284683 0.0277071962282154 0.027331575131293 0.028771545000566 0.210023593325959 0.0699281425280488 0.110266254427342 0.233829117975307 0.0662459977481456
2944 15 3980 2538 1503 897 1265 8653 2451 4725 9918 2227 2944 1708 5075 5658 4975 4003 3730 11004 9292 10438 16368 12349 1251 613 1955 2186 1869 1538 1379 4163 3579 3988 6246 4753 1693 1095 3120 3472 3106 2465 2351 6841 5713 6450 10122 7596 41116 0.0719344869391502 0.00030216653379625 0.0960585213577112 0.0617477018551995 0.0376759126873482 0.0210798984386106 0.0316374853069193 0.206682457047351 0.0602830466885823 0.116788185106011 0.241578702354143 0.0542314356851774
3095 8 3807 2209 1856 938 943 9229 2465 4271 9931 2352 3095 1834 4996 5310 5072 4104 3434 11324 9565 10225 16221 12367 1269 645 1895 2094 1906 1613 1339 4224 3611 3935 6206 4757 1826 1189 3101 3216 3166 2491 2095 7100 5954 6290 10015 7610 41104 0.0755962589334639 0.000287945424873693 0.0899881810754497 0.054877524119354 0.0445998889131399 0.0218844881720211 0.0236216762649364 0.222751053889494 0.0621468692278521 0.102075093515413 0.245722966016003 0.0564480544479988
3009 4 4389 2460 873 1222 1195 8697 2938 3960 9937 2491 3009 1770 5554 5952 4560 3986 3650 10948 9641 9934 16003 12432 1243 605 2062 2265 1796 1531 1399 4245 3667 3868 6062 4804 1766 1165 3492 3687 2764 2455 2251 6703 5974 6066 9941 7628 41175 0.0737441908243722 0.000184973381360959 0.107272567564088 0.0582548558159691 0.0204696808962767 0.0296088289616161 0.0287641302702721 0.212901110316117 0.0709177393060652 0.0972018635939717 0.240197594608417 0.0604824644614735
3004 23 4192 2584 841 1237 1140 8803 2785 4042 10326 2455 3004 1754 5347 5919 4566 4050 3635 11060 9616 9993 16466 12728 1273 599 2012 2194 1753 1555 1378 4229 3665 3853 6193 4821 1731 1155 3335 3725 2813 2495 2257 6831 5951 6140 10273 7907 41432 0.0751614116880568 0.000467078064962604 0.10098399834896 0.0625875955929631 0.0194350358248108 0.0295193399651215 0.0271624195427735 0.211465086068367 0.067982443895933 0.0978501382071733 0.248154441311758 0.0592310114891202
