"B[1]" "B[2]" "B[3]" "B[4]" "B[5]" "B[6]" "B[7]" "B[8]" "B[9]" "B[10]" "B[11]" "B[12]" "N[1]" "N[2]" "N[3]" "N[4]" "N[5]" "N[6]" "N[7]" "N[8]" "N[9]" "N[10]" "N[11]" "N[12]" "N.nest[1]" "N.nest[2]" "N.nest[3]" "N.nest[4]" "N.nest[5]" "N.nest[6]" "N.nest[7]" "N.nest[8]" "N.nest[9]" "N.nest[10]" "N.nest[11]" "N.nest[12]" "N.walk[1]" "N.walk[2]" "N.walk[3]" "N.walk[4]" "N.walk[5]" "N.walk[6]" "N.walk[7]" "N.walk[8]" "N.walk[9]" "N.walk[10]" "N.walk[11]" "N.walk[12]" "Ntot" "b[1]" "b[2]" "b[3]" "b[4]" "b[5]" "b[6]" "b[7]" "b[8]" "b[9]" "b[10]" "b[11]" "b[12]"
3268 4 4099 2198 1182 1148 736 9189 2368 4527 9780 2383 3268 2058 5556 5915 5085 4514 3719 11647 10064 11182 17188 13751 1214 601 1839 2012 1719 1531 1261 3951 3409 3774 5820 4666 2054 1457 3717 3903 3366 2983 2458 7696 6655 7408 11368 9085 40882 0.0807382164523464 0.000107206996729905 0.0994639299673592 0.0534749647930061 0.0286779806380883 0.0281836919491861 0.0181235443541219 0.22745808456143 0.0593437546149709 0.107622889306745 0.23807313710596 0.0587325992600566
3294 5 4017 2617 963 1344 904 8968 2262 4251 9967 2349 3294 2057 5461 6233 5068 4749 4058 11725 9969 10857 17124 13666 1242 613 1845 2128 1663 1595 1301 4018 3363 3700 5807 4610 2052 1444 3616 4105 3405 3154 2757 7707 6606 7157 11317 9056 40941 0.0794236105314355 0.000106779408027609 0.0970146349818151 0.0627080257448474 0.0237371484540795 0.032226489154012 0.0213443881591517 0.218562181187173 0.0564443788907518 0.103960668704415 0.247006099417075 0.057465595367217
3244 10 3947 2231 1202 1049 835 9671 2249 3844 9950 2267 3244 2059 5383 5810 5005 4351 3710 12135 10320 10739 17028 13451 1195 623 1804 2007 1703 1476 1246 4064 3425 3661 5844 4514 2049 1436 3579 3803 3302 2875 2464 8071 6895 7078 11184 8937 40499 0.0794232028971521 0.000251814360930721 0.0965972299087077 0.0577217679589403 0.0304026031856858 0.0234998313034215 0.0199658848900156 0.239921241009904 0.055244470447255 0.0945889107548923 0.245831820111107 0.0565512231719874
3279 8 3983 2161 1215 818 1219 9017 2421 4558 9875 2367 3279 2077 5433 5759 5032 4152 3907 11590 10134 11246 17318 13790 1210 627 1835 1942 1698 1464 1334 3877 3446 3803 5895 4591 2069 1450 3598 3817 3334 2688 2573 7713 6688 7443 11423 9199 40921 0.0796000351358787 0.000234906983197523 0.095601947443445 0.0538374428063378 0.0286437810516215 0.0199766822032877 0.027845103035265 0.219778318242865 0.0595736541838189 0.11263619387594 0.244246932848609 0.0580250021897344
3169 33 4124 2285 969 773 1198 8837 2811 4378 9468 2663 3169 2033 5548 6025 4916 3976 3823 11355 10267 11266 16909 13846 1169 609 1808 2078 1713 1351 1305 3899 3379 3825 5726 4575 2000 1424 3740 3947 3203 2625 2518 7456 6888 7441 11183 9271 40708 0.0788622216989381 0.000951431647509331 0.100810612900615 0.0567093037967602 0.0237148426629417 0.0189654271899334 0.0296816520116886 0.216006386955384 0.0693456381566852 0.107916702334169 0.230392161793988 0.0666436188513883
3419 4 3795 2456 1215 1034 900 9386 2471 4397 9782 2300 3419 2152 5311 5994 5189 4433 3854 11910 10428 11339 17333 13761 1271 636 1773 2020 1790 1479 1330 3953 3486 3788 5872 4699 2148 1516 3538 3974 3399 2954 2524 7957 6942 7551 11461 9062 41159 0.0849747586451535 4.9462586408578e-05 0.091788338871523 0.0598840174207948 0.0302622689559298 0.0265455359989557 0.0224173554303192 0.227523586112526 0.0572875961369488 0.106427375933243 0.235390277813103 0.0574494260950942
3436 1 3945 2378 1059 1047 1140 9211 2534 4185 9638 2334 3436 2168 5486 6002 4992 4343 4016 11882 10420 11176 16988 13589 1269 627 1862 2069 1696 1467 1345 3996 3429 3826 5733 4565 2167 1541 3624 3933 3296 2876 2671 7886 6991 7350 11255 9024 40908 0.0839104755456728 0.000215628047657768 0.094753266205035 0.057268694790247 0.0252546412119568 0.0253348238257208 0.028754771711264 0.229245929174201 0.0616007275574321 0.101261678931482 0.233028016529683 0.0593713464696479
3228 4 4173 2768 647 1087 1212 9199 2348 4572 9959 2049 3228 2030 5596 6440 4900 4311 4039 11906 10237 11360 17502 13683 1202 607 1924 2187 1676 1484 1332 4017 3449 3817 5868 4554 2026 1423 3672 4253 3224 2827 2707 7889 6788 7543 11634 9129 41246 0.0784196176690274 0.000210284578467575 0.10021087008525 0.0669632634574407 0.0148196456178842 0.0277775410203586 0.0293785238502581 0.221902614732662 0.0575760986504569 0.108992858227071 0.243554981392507 0.0501937007186176
3165 9 4168 2407 866 1007 1026 9667 2245 4620 9451 2300 3165 2031 5567 6167 4947 4316 3863 12256 10374 11560 17212 13755 1143 632 1807 2086 1638 1479 1274 4127 3434 3799 5757 4678 2022 1399 3760 4081 3309 2837 2589 8129 6940 7761 11455 9077 40931 0.0737314170318838 0.000271542980472323 0.104010849760686 0.0600934981696664 0.0207785652561084 0.0242020445400515 0.0253172639549723 0.232971192110381 0.0542977888140071 0.114041267456357 0.234339715911191 0.055944854014223
3142 65 4141 2627 871 1322 829 9037 2566 4623 9711 2246 3142 2046 5542 6291 5087 4675 3969 11666 10233 11362 17290 13604 1161 645 1878 2075 1734 1535 1340 3999 3494 3783 5932 4599 1981 1401 3664 4216 3353 3140 2629 7667 6739 7579 11358 9005 41180 0.076169348876955 0.00174915494488987 0.100676398376073 0.0643710322363496 0.0209700191470013 0.0324117157236549 0.0204351738896632 0.21957136692107 0.0605648269020549 0.112994461610432 0.234701766204546 0.0553847351673097
3295 110 4084 2247 804 1255 985 9182 2476 4451 9819 2577 3295 2234 5659 6009 4781 4398 3879 11790 10291 11266 17299 14060 1171 659 1897 2032 1638 1504 1271 3975 3476 3786 5816 4670 2124 1575 3762 3977 3143 2894 2608 7815 6815 7480 11483 9390 41285 0.0806571149670844 0.00255078980226089 0.0949649526226182 0.0528475433582299 0.0181164329532057 0.0308001168699807 0.0235750891414068 0.223561550535435 0.0604763076186287 0.108851800543459 0.241050250932084 0.0625480506556059
3343 17 4449 2340 745 916 1146 8906 2464 4583 9978 2675 3343 2158 5912 6315 4985 4221 3961 11592 10017 11269 17460 14277 1202 695 1937 2075 1680 1406 1275 4039 3331 3787 5858 4655 2141 1463 3975 4240 3305 2815 2686 7553 6686 7482 11602 9622 41562 0.0835777648280089 0.00049222933246116 0.105068352738158 0.0552700948886325 0.01821346557598 0.0213439888352444 0.0282398488425993 0.214436110990993 0.0618839522693449 0.109231403724912 0.238970505260787 0.0632722827128781
