"B[1]" "B[2]" "B[3]" "B[4]" "B[5]" "B[6]" "B[7]" "B[8]" "B[9]" "B[10]" "B[11]" "B[12]" "N[1]" "N[2]" "N[3]" "N[4]" "N[5]" "N[6]" "N[7]" "N[8]" "N[9]" "N[10]" "N[11]" "N[12]" "N.nest[1]" "N.nest[2]" "N.nest[3]" "N.nest[4]" "N.nest[5]" "N.nest[6]" "N.nest[7]" "N.nest[8]" "N.nest[9]" "N.nest[10]" "N.nest[11]" "N.nest[12]" "N.walk[1]" "N.walk[2]" "N.walk[3]" "N.walk[4]" "N.walk[5]" "N.walk[6]" "N.walk[7]" "N.walk[8]" "N.walk[9]" "N.walk[10]" "N.walk[11]" "N.walk[12]" "Ntot" "b[1]" "b[2]" "b[3]" "b[4]" "b[5]" "b[6]" "b[7]" "b[8]" "b[9]" "b[10]" "b[11]" "b[12]"
3271 25 4289 1968 1516 783 1085 9202 2981 3869 10042 2721 3271 1997 5618 5589 5032 3985 3652 11486 10288 10410 16560 13185 1299 668 1997 2073 1830 1418 1368 4179 3747 3892 6096 4824 1972 1329 3621 3516 3202 2567 2284 7307 6541 6518 10464 8361 41752 0.0795148623536581 0.000627541372817637 0.102742744266145 0.0458468398029571 0.0359410355522899 0.0184546439535156 0.0262166845356144 0.22137403160372 0.0716048749460111 0.0950541097036805 0.237543223892851 0.0650794080167398
3257 2 4103 2267 1573 956 1110 8787 3139 4505 9509 2748 3257 1973 5426 5737 5195 4338 3901 11303 10308 11156 16645 13289 1286 650 1956 2115 1813 1547 1385 4134 3657 4020 6104 4794 1971 1323 3470 3622 3382 2791 2516 7169 6651 7136 10541 8495 41956 0.077542287714984 0.000122156555216265 0.0991705477669877 0.0517194679805248 0.0371659653616322 0.0220592896642571 0.0276364159084663 0.210838405415508 0.0747110687858676 0.106642885452267 0.226467979610211 0.065923529784078
3225 2 3820 2571 1486 754 921 9310 2611 4055 9643 3223 3225 1967 5132 5792 5166 4046 3474 11520 9972 10346 16136 13421 1260 655 1911 2112 1874 1493 1264 4159 3681 3853 5938 4849 1965 1312 3221 3680 3292 2553 2210 7361 6291 6493 10198 8572 41621 0.0764490663900717 4.36406450082859e-05 0.0921716992528446 0.0618605833864516 0.0357089778933784 0.0181276548764581 0.0215966547498 0.222811630158091 0.0633835864876655 0.0990206591923542 0.228829347760413 0.0799964992074639
3175 6 3921 2304 1623 880 821 9176 2616 4896 9197 3239 3175 1941 5198 5626 5180 4256 3564 11444 9802 11044 16205 13331 1240 664 1876 2069 1804 1513 1296 4258 3654 4036 6113 4827 1935 1277 3322 3557 3376 2743 2268 7186 6148 7008 10092 8504 41854 0.0738392063741496 0.000158595598932914 0.0933004545174063 0.0569332440466914 0.0363991320415363 0.0203126179794542 0.0195971809540419 0.21986098888042 0.0625721400579937 0.119766814500134 0.219748036890783 0.0775115881584562
2993 17 4303 2207 1829 930 741 8973 2804 4844 9206 2937 2993 1799 5499 5699 5385 4394 3532 11170 9831 11115 16308 13268 1211 603 2007 2143 1921 1603 1335 4143 3560 4013 5977 4814 1782 1196 3492 3556 3464 2791 2197 7027 6271 7102 10331 8454 41784 0.0735645314541871 0.000400277703094009 0.102045008443937 0.0547403566326763 0.0447133945447452 0.0225613820853722 0.0173991443403311 0.216003416149912 0.0685609956647876 0.113424398203562 0.218453461639972 0.0681336331374233
3115 17 4712 1700 1549 678 1178 9071 2459 5006 9570 2729 3115 1921 5975 5566 5014 3902 3603 11399 9740 11175 16677 13313 1211 658 2109 2101 1790 1477 1275 4118 3571 4068 6093 4890 1904 1263 3866 3465 3224 2425 2328 7281 6169 7107 10584 8423 41784 0.0752380090486331 0.000396029485292585 0.110833298945368 0.0401921620567936 0.0379248691731882 0.0164583764670982 0.0276744274125489 0.218707020431606 0.0600329713046779 0.120122289771951 0.226611974948257 0.0658085709545852
2903 7 4193 2032 1890 697 1448 9085 2148 5238 9027 2651 2903 1718 5331 5459 5310 4118 4075 11655 9614 11379 16294 13057 1192 580 1904 2039 1889 1491 1505 4189 3473 4112 5888 4767 1711 1138 3427 3420 3421 2627 2570 7466 6141 7267 10406 8290 41319 0.0697369014191138 0.000311484977873121 0.100052915625016 0.049134819682398 0.0454428561095158 0.01687770684056 0.036024953684583 0.219255630907891 0.0540265131387277 0.126496611884523 0.219624179555436 0.0630154261743628
3090 39 3955 2107 1952 607 1106 9963 1763 4764 9584 2858 3090 1889 5218 5413 5316 4016 3664 12260 9514 10851 16406 13161 1240 626 1912 2049 1907 1458 1367 4509 3427 4029 6103 4751 1850 1263 3306 3364 3409 2558 2297 7751 6087 6822 10303 8410 41788 0.076105345249429 0.00111031098657379 0.0909898489563431 0.0516967012375008 0.0452419411747938 0.014584331768423 0.0269311157778273 0.239085941138465 0.0423899999040874 0.114319412585848 0.231136203429951 0.0664088477907586
3130 1 4404 2226 1568 694 1192 9802 1593 5280 9764 2393 3130 1881 5636 5853 5282 4029 3727 12173 9382 11223 16935 13190 1250 649 2009 2139 1947 1494 1356 4384 3439 4052 6138 4795 1880 1232 3627 3714 3335 2535 2371 7789 5943 7171 10797 8395 42047 0.0749224339014921 0.000134193445645282 0.105707137552051 0.0523700802863525 0.0362574255194903 0.0159710594463229 0.0276099880934243 0.234933609394839 0.0380685800077183 0.125208046746904 0.231686979975478 0.0571304656302824
3066 3 4333 2125 1795 725 1066 9185 2179 4864 9412 2370 3066 1867 5570 5730 5420 4199 3737 11550 9507 10924 16414 12826 1202 630 1965 2105 1946 1528 1372 4222 3447 3922 5958 4708 1864 1237 3605 3625 3474 2671 2365 7328 6060 7002 10456 8118 41123 0.0757540765942738 3.67782662309666e-05 0.10531450791077 0.0525844557253996 0.0438776928470992 0.0184584480280251 0.0248594289279515 0.220987575325229 0.0537435500252349 0.116551222317437 0.230458583722958 0.0573736803093917
