"B[1]" "B[2]" "B[3]" "B[4]" "B[5]" "B[6]" "B[7]" "B[8]" "B[9]" "B[10]" "B[11]" "B[12]" "N[1]" "N[2]" "N[3]" "N[4]" "N[5]" "N[6]" "N[7]" "N[8]" "N[9]" "N[10]" "N[11]" "N[12]" "N.nest[1]" "N.nest[2]" "N.nest[3]" "N.nest[4]" "N.nest[5]" "N.nest[6]" "N.nest[7]" "N.nest[8]" "N.nest[9]" "N.nest[10]" "N.nest[11]" "N.nest[12]" "N.walk[1]" "N.walk[2]" "N.walk[3]" "N.walk[4]" "N.walk[5]" "N.walk[6]" "N.walk[7]" "N.walk[8]" "N.walk[9]" "N.walk[10]" "N.walk[11]" "N.walk[12]" "Ntot" "b[1]" "b[2]" "b[3]" "b[4]" "b[5]" "b[6]" "b[7]" "b[8]" "b[9]" "b[10]" "b[11]" "b[12]"
3028 52 4058 2440 1391 1398 799 8809 2582 4645 9968 2619 3028 1861 5288 5685 4959 4461 3669 11059 9470 10512 16526 12961 1219 631 2043 2117 1896 1591 1419 4171 3603 3954 6184 4920 1809 1230 3245 3568 3063 2870 2250 6888 5867 6558 10342 8041 41789 0.0734702304753578 0.000936027570714575 0.0981376961313179 0.0571818446184671 0.0339319402706207 0.0336639262817202 0.0188450943212186 0.210076116068107 0.0622780334081406 0.11024083038157 0.237206629621277 0.0640316308514885
3169 24 3752 2662 1207 1193 985 8942 2794 4461 10110 2230 3169 1906 5040 5777 4811 4209 3641 11260 9757 10585 16685 12661 1287 618 1925 2173 1795 1553 1323 4297 3633 4010 6254 4835 1882 1288 3115 3604 3016 2656 2318 6963 6124 6575 10431 7826 41529 0.0774964800605037 0.000587427222881087 0.0878661847052712 0.0641883312578742 0.0287683874511989 0.0290276510178883 0.0236415288433681 0.220040044739721 0.0673724383187415 0.106993829006963 0.23983313885995 0.0541845585156391
2947 6 4001 2696 1206 1072 1085 9196 2599 4567 9586 2467 2947 1763 5155 5841 4848 4047 3590 11417 9737 10623 16191 12550 1190 609 2010 2199 1873 1542 1369 4279 3681 4018 6108 4791 1757 1154 3145 3642 2975 2505 2221 7138 6056 6605 10083 7759 41428 0.072556127311953 0.00022730437773833 0.095405926545319 0.0657015446197858 0.0296050527964189 0.0253371814039554 0.0248678688148782 0.224817584897449 0.0632200444605625 0.10832880555973 0.230926274841437 0.0590062843707729
3112 17 4324 2379 1414 1329 1010 8652 2611 4719 9672 2664 3112 1847 5520 5828 5072 4492 3822 11051 9558 10675 16262 12820 1282 651 2071 2170 1909 1680 1423 4104 3602 4085 6106 4889 1830 1196 3449 3658 3163 2812 2399 6947 5956 6590 10156 7931 41903 0.0744902627390141 0.000398226593772366 0.102009176985266 0.0574591198500107 0.0338264579628877 0.0304974085427982 0.0244780245639223 0.206279856784278 0.0641132284225479 0.114528751687241 0.228625123331903 0.0632943625363593
2932 1 4113 2495 1159 1068 1099 9039 3073 4464 9766 2797 2932 1705 5207 5715 4692 3982 3562 11240 10021 10749 16460 13076 1228 611 1987 2182 1778 1519 1361 4292 3736 4055 6181 4890 1704 1094 3220 3533 2914 2463 2201 6948 6285 6694 10279 8186 42006 0.0693881500464757 0.000117319426745835 0.0987824429465534 0.0616719309554145 0.0276474146989023 0.025766370465206 0.0265320620363765 0.213979270343782 0.0736902848323128 0.105642095229793 0.228653967344263 0.0681286916741741
3094 13 3945 3171 947 1304 774 9138 2564 4134 9538 3273 3094 1848 5148 6404 5014 4455 3535 11329 9605 10178 15852 13224 1259 645 1915 2337 1863 1694 1344 4288 3561 3864 5901 5038 1835 1203 3233 4067 3151 2761 2191 7041 6044 6314 9951 8186 41895 0.073458836343313 0.000209262255418254 0.0926862591052642 0.0778091239509 0.0226826944442106 0.0302445477337622 0.0176401063228414 0.21563470394276 0.0630488556363263 0.0976897118791208 0.230132920337612 0.0787629780484709
3071 54 3969 2610 1044 1476 924 9283 2394 4984 9327 2788 3071 1866 5203 5865 4693 4400 3646 11554 9609 10895 16235 12902 1259 632 1948 2216 1769 1678 1375 4339 3698 3987 6121 4808 1812 1234 3255 3649 2924 2722 2271 7215 5911 6908 10114 8094 41924 0.0707078209796635 0.0012438917742225 0.0930747749147234 0.0631456430595331 0.0253397111539595 0.0363804303679186 0.02148504331381 0.221409162227772 0.0576552416792856 0.117448863028415 0.223529417109566 0.0685800003911307
3259 2 3802 2388 1268 1459 985 9423 2374 4976 9260 2618 3259 1966 5108 5546 4731 4326 3709 11737 9764 11102 16211 12614 1295 660 1950 2083 1864 1602 1395 4347 3638 4151 6215 4766 1964 1306 3158 3463 2867 2724 2314 7390 6126 6951 9996 7848 41814 0.0815311392056549 6.38115582496197e-05 0.0912163756210436 0.0575045790665747 0.030424810781081 0.0355519052239785 0.0225320073934838 0.222699945421454 0.0569319105158332 0.117884984801382 0.2222189563842 0.0614395740270649
3118 12 3967 2536 977 1671 1022 8913 2602 5145 9515 2797 3118 1849 5183 5764 4542 4468 3810 11316 9737 11213 16452 13029 1281 633 1955 2199 1745 1680 1407 4181 3669 4276 6220 4891 1837 1216 3228 3565 2797 2788 2403 7135 6068 6937 10232 8138 42275 0.0730854331379822 0.000227593026683258 0.0943753244767884 0.0588140752882626 0.0239014381874095 0.0393528746551101 0.023634533811809 0.213220012948473 0.0611065959139092 0.119772479962431 0.227315745119124 0.065193893472017
3204 0 3826 2899 1134 1386 767 9377 2189 4773 9668 2841 3204 1919 5122 6108 4979 4497 3580 11595 9393 10610 16298 13063 1285 623 1913 2263 1868 1684 1362 4391 3556 3980 6076 4886 1919 1296 3209 3845 3111 2813 2218 7204 5837 6630 10222 8177 42064 0.076401476486458 4.77521151883413e-05 0.0902115710951035 0.0696682256544161 0.0279348958574483 0.0330402102769938 0.0173132172328302 0.223790072241693 0.0534811027668301 0.112677282496811 0.227881039376418 0.0675531543998099
3324 3 3682 3018 1271 1238 821 9550 2399 4453 10173 2991 3324 1974 4928 6068 5080 4347 3561 11756 9798 10574 16756 13459 1353 728 1878 2259 1971 1607 1355 4357 3677 3991 6288 4974 1971 1246 3050 3809 3109 2740 2206 7399 6121 6583 10468 8485 42923 0.0765237002816524 5.56058746787193e-05 0.0859473900563454 0.0727472358612759 0.0293994555663862 0.0278777318400665 0.0186694056972343 0.22076233310971 0.0544546774786421 0.10656451551039 0.235862030751137 0.0711359179724812
3194 1 4045 2674 1236 1151 985 9007 3266 4420 9566 2765 3194 1933 5337 5998 5013 4306 3708 11347 10260 10849 16371 13060 1262 641 2013 2221 1858 1583 1368 4353 3831 4044 6076 5021 1932 1292 3324 3777 3155 2723 2340 6994 6429 6805 10295 8039 42310 0.0749239714007201 9.21326571343215e-05 0.0965865807652696 0.0644971063308799 0.0296567153450434 0.0279522493914641 0.0239566997804443 0.216181538273418 0.0758492463380967 0.102865161061437 0.222209247904972 0.0652293507511211
3020 22 4093 2932 1055 1269 803 9381 2697 4654 10352 2446 3020 1809 5274 6208 4935 4370 3570 11650 9911 10853 17106 13200 1233 628 1998 2328 1834 1603 1301 4436 3712 4099 6352 5048 1787 1181 3276 3880 3101 2767 2269 7214 6199 6754 10754 8152 42724 0.0688031152870916 0.000517336250189086 0.0972880866664347 0.0671548453482202 0.0260343897378259 0.0305033539234437 0.0196902682619287 0.217363887670722 0.0636680949048181 0.11234239245685 0.240778765831669 0.0558554636608079
3244 8 3783 2692 1315 1363 973 9140 2466 4879 9916 3043 3244 1966 5094 5868 4968 4516 3795 11514 9626 10865 16685 13398 1286 655 1918 2215 1815 1694 1421 4354 3640 4096 6330 4936 1958 1311 3176 3653 3153 2822 2374 7160 5986 6769 10355 8462 42822 0.075629588374361 0.000207261051164098 0.0895666554438033 0.0616919804456616 0.0307940508869165 0.0311225876113008 0.0238519358151295 0.213457951806201 0.0573520222816914 0.112129267153752 0.232603490622015 0.0715932085080043
3113 8 4091 2519 926 1547 926 9411 2089 4614 10173 2481 3113 1844 5316 5881 4601 4379 3633 11669 9303 10383 16648 12896 1277 619 1954 2206 1769 1672 1375 4455 3534 3908 6233 4901 1836 1225 3362 3675 2832 2707 2258 7214 5769 6475 10415 7995 41898 0.0734185450927057 0.000156015441474745 0.0989624227943767 0.0576647161495736 0.0226315157988979 0.0365907277525268 0.021766561331355 0.226511879942366 0.0512607945561478 0.108814978583926 0.243148982472334 0.0590728600843156
3147 0 4122 2401 1258 1517 930 8789 2607 4582 9625 2765 3147 1869 5342 5695 4819 4497 3768 11151 9506 10449 16048 12699 1278 649 2048 2134 1839 1659 1406 4252 3639 4026 6114 4789 1869 1220 3294 3561 2980 2838 2362 6899 5867 6423 9934 7910 41743 0.0730508311795445 5.1320336915783e-06 0.099500468876839 0.0592502586938673 0.0302988662508493 0.0380625347209228 0.0217878541992491 0.210646626723265 0.064958985036453 0.109043271766204 0.228161532726962 0.0652336377921522
3219 7 3743 2559 1074 1232 1147 9277 2314 4808 9826 2957 3219 1964 5072 5691 4642 4093 3696 11576 9605 10749 16522 13239 1262 635 1940 2123 1781 1544 1397 4285 3664 4053 6240 4939 1957 1329 3132 3568 2861 2549 2299 7291 5941 6696 10282 8300 42163 0.0775449770916337 6.63719557267787e-05 0.0874550739790679 0.0600157087864106 0.025379713454026 0.0298916964018631 0.0263794910082651 0.219146217021254 0.0556082248281668 0.112318334644651 0.235186686384741 0.071007504444195
3160 4 4214 2516 1044 1205 1151 8899 2467 5214 9609 2838 3160 1905 5471 5922 4667 4061 3687 11200 9491 11100 16582 13194 1259 648 2065 2299 1811 1525 1386 4176 3605 4127 6226 4884 1901 1257 3406 3623 2856 2536 2301 7024 5886 6973 10356 8310 42321 0.0740711951797067 0.00013658892358993 0.0972085251026857 0.0597651394363898 0.0241559060350584 0.0286191317505844 0.0264871156093539 0.21053180390717 0.0585019876009241 0.123946515927184 0.22583900044141 0.0707370900859432
3049 11 4321 2301 1042 1243 1180 8896 2490 4717 9586 3194 3049 1804 5492 5746 4603 4094 3710 11228 9437 10495 16169 13246 1256 633 2047 2185 1752 1564 1378 4281 3659 3912 6117 5010 1793 1171 3445 3561 2851 2530 2332 6947 5778 6583 10052 8236 42030 0.0715800405216452 0.000330197384878188 0.10187232995503 0.0537777858340709 0.0251131782092673 0.0298838943924321 0.0285876441236503 0.214468267258805 0.0574967305291574 0.112127578389217 0.229205891090418 0.0755564623114287
3148 3 4098 2717 1203 1212 1002 8925 2994 4608 10213 2478 3148 1829 5300 6018 4977 4331 3741 11260 9935 10830 16935 13138 1322 627 1999 2244 1858 1592 1406 4319 3713 4108 6275 4915 1826 1202 3301 3774 3119 2739 2335 6941 6222 6722 10660 8223 42601 0.0722897497131586 0.000282971004964564 0.0949946140191224 0.0633052436273916 0.0284337926223364 0.0301788953289362 0.0252082579279743 0.21207175817704 0.0699945012441695 0.107952893137273 0.238372553841419 0.0569147693562139
