"B[1]" "B[2]" "B[3]" "B[4]" "B[5]" "B[6]" "B[7]" "B[8]" "B[9]" "B[10]" "B[11]" "B[12]" "N[1]" "N[2]" "N[3]" "N[4]" "N[5]" "N[6]" "N[7]" "N[8]" "N[9]" "N[10]" "N[11]" "N[12]" "N.nest[1]" "N.nest[2]" "N.nest[3]" "N.nest[4]" "N.nest[5]" "N.nest[6]" "N.nest[7]" "N.nest[8]" "N.nest[9]" "N.nest[10]" "N.nest[11]" "N.nest[12]" "N.walk[1]" "N.walk[2]" "N.walk[3]" "N.walk[4]" "N.walk[5]" "N.walk[6]" "N.walk[7]" "N.walk[8]" "N.walk[9]" "N.walk[10]" "N.walk[11]" "N.walk[12]" "Ntot" "b[1]" "b[2]" "b[3]" "b[4]" "b[5]" "b[6]" "b[7]" "b[8]" "b[9]" "b[10]" "b[11]" "b[12]"
3991 18 4886 2375 1489 1008 873 11309 2216 5534 11403 2214 3991 2572 6673 6824 5983 4959 4176 14067 11552 13222 20159 15597 1437 785 2224 2330 2032 1656 1418 4731 3864 4466 6776 5282 2554 1787 4449 4494 3951 3303 2758 9336 7688 8756 13383 10315 47316 0.0845379020513853 0.000397324803315848 0.103812389174179 0.0509816138684087 0.0313265930858694 0.0209548192130646 0.018647678632993 0.235844220150637 0.0472408588130487 0.116515087048451 0.242050018325092 0.047691494833556
3806 63 4619 2617 1674 1058 961 11062 1850 5645 10912 2661 3806 2497 6373 6810 6148 5159 4333 13950 11125 12949 19456 15463 1372 743 2180 2336 2047 1787 1445 4675 3821 4405 6654 5234 2434 1754 4193 4474 4101 3372 2888 9275 7304 8544 12802 10229 46928 0.0814144496597289 0.00111891868281753 0.0994041404145809 0.0546328958524718 0.0364713879394 0.0222668556612805 0.0211835648576727 0.236763887587806 0.0380656509523114 0.120229120021201 0.232352995375593 0.0560961329951363
3888 12 4427 3039 1679 807 1132 11553 1606 5567 10867 3259 3888 2484 6173 7122 6393 5127 4511 14600 11337 13109 19600 16260 1416 738 2090 2408 2073 1748 1464 4869 3795 4376 6599 5452 2472 1746 4083 4714 4320 3379 3047 9731 7542 8733 13001 10808 47836 0.0825095045253652 0.000360524809343534 0.0922786033847155 0.063805469898181 0.0346381616444935 0.0170144269168823 0.0231305425630107 0.242184326009794 0.0344630114673081 0.115380863204689 0.226184552018105 0.0680500135581123
3759 2 4169 3582 1215 863 1107 11857 1849 6223 11193 2617 3759 2406 5815 7334 6057 4933 4393 14756 11706 13898 20544 16178 1355 760 2063 2492 1987 1647 1494 4899 4031 4547 6983 5475 2404 1646 3752 4842 4070 3286 2899 9857 7675 9351 13561 10703 48436 0.0763754456977813 4.8355084652012e-05 0.0864300473550097 0.0760464534809488 0.0264032489908496 0.0173027187196292 0.0222855458114899 0.243413168899238 0.0377037800641945 0.128381431190208 0.231074868284649 0.0545349364213501
3755 33 4845 3022 1468 619 1318 11420 2395 5532 11759 2159 3755 2422 6504 7367 6414 4888 4546 14397 11941 13470 20596 15901 1366 763 2159 2421 2145 1660 1569 4851 4003 4633 6854 5395 2389 1659 4345 4946 4269 3228 2977 9546 7938 8837 13742 10506 48325 0.079490051333523 0.000774879169985224 0.0995780599725254 0.0622680261609697 0.0301840228535291 0.012181522224991 0.0274653553448373 0.238541357983971 0.0493043099631425 0.114675678694444 0.239865856282661 0.0456708800154197
3680 2 4886 2589 1950 618 1072 11392 2166 6008 11409 2376 3680 2331 6509 6887 6410 4910 4293 14200 11658 13669 20489 15900 1351 708 2211 2427 2118 1689 1485 4708 3997 4589 6965 5397 2329 1623 4298 4460 4292 3221 2808 9492 7661 9080 13524 10503 48148 0.075972073647081 5.3087810815983e-05 0.0993133328384066 0.0515380048289809 0.0394466349540098 0.0127372623834403 0.0229004637489903 0.2373384021889 0.0448383148084171 0.128818817198979 0.236594542971281 0.0504490626206976
4121 8 4331 2973 1502 752 1424 11292 1781 6418 11683 2399 4121 2638 6157 7042 6216 4883 4643 14348 11376 13910 20919 16326 1491 812 2088 2328 2085 1664 1587 4753 3884 4674 6992 5477 2630 1826 4069 4714 4131 3219 3056 9595 7492 9236 13927 10849 48684 0.0858107565377146 0.000156835778949056 0.0890540884814941 0.0619929624013979 0.0325282035501485 0.0158482692644358 0.0286799286593204 0.230902805017051 0.0360168566509681 0.133713937301317 0.235235541777072 0.0500598145801321
3979 18 4524 2459 2139 511 1482 11237 2214 5992 10886 2510 3979 2582 6351 6601 6478 4773 4639 14282 11657 13720 19938 15729 1415 755 2209 2262 2216 1616 1594 4839 3929 4668 6719 5397 2564 1827 4142 4339 4262 3157 3045 9443 7728 9052 13219 10332 47951 0.0839081487867571 0.000394637254784196 0.0922298724140441 0.0498110888196275 0.0446542168943205 0.0115208314213804 0.0313959793933827 0.235639922048313 0.0457091763956389 0.126116499080932 0.226254857315855 0.0523647701749645
3739 38 4843 2238 1945 656 1318 11391 2301 5983 11719 2136 3739 2406 6499 6583 6243 4821 4485 14382 11859 13744 20785 15855 1371 750 2154 2285 2078 1654 1494 4824 4098 4678 7066 5299 2368 1656 4345 4298 4165 3167 2991 9558 7761 9066 13719 10556 48307 0.0770151829885958 0.0010388927160653 0.0989885243046964 0.0466477897648608 0.0400247448888064 0.0136336757578198 0.027850769815549 0.23790928916698 0.046514688029065 0.122103011773596 0.244814042438883 0.0434593883550832
3488 58 5247 2363 1741 849 1106 11029 2345 5788 12353 1935 3488 2211 6743 6817 6216 4976 4412 13928 11549 13501 21337 16141 1335 715 2289 2342 2089 1670 1513 4724 3836 4517 7131 5378 2153 1496 4454 4475 4127 3306 2899 9204 7713 8984 14206 10763 48302 0.071433484854659 0.00141199061054 0.10945844273058 0.0495922613219499 0.0358128708970419 0.0184902901535823 0.0221382440446799 0.227834960997742 0.0472306689232912 0.122689063344859 0.25310872592931 0.0407989961917655
3601 16 5133 2329 1794 992 868 11135 1941 5945 11353 2193 3601 2281 6715 6817 6238 5116 4241 13945 11245 13385 20240 15597 1336 699 2227 2373 2114 1743 1431 4641 3805 4498 6836 5377 2265 1582 4488 4444 4124 3373 2810 9304 7440 8887 13404 10220 47300 0.0759395995819529 0.00039507743676059 0.108813623669547 0.0493307967771197 0.0386955125119781 0.0203979982137481 0.0194154740804131 0.235459554196959 0.0400937469590992 0.125512527600652 0.239260032184105 0.0466860567876654
