"B[1]" "B[2]" "B[3]" "B[4]" "B[5]" "B[6]" "B[7]" "B[8]" "B[9]" "B[10]" "B[11]" "B[12]" "N[1]" "N[2]" "N[3]" "N[4]" "N[5]" "N[6]" "N[7]" "N[8]" "N[9]" "N[10]" "N[11]" "N[12]" "N.nest[1]" "N.nest[2]" "N.nest[3]" "N.nest[4]" "N.nest[5]" "N.nest[6]" "N.nest[7]" "N.nest[8]" "N.nest[9]" "N.nest[10]" "N.nest[11]" "N.nest[12]" "N.walk[1]" "N.walk[2]" "N.walk[3]" "N.walk[4]" "N.walk[5]" "N.walk[6]" "N.walk[7]" "N.walk[8]" "N.walk[9]" "N.walk[10]" "N.walk[11]" "N.walk[12]" "Ntot" "b[1]" "b[2]" "b[3]" "b[4]" "b[5]" "b[6]" "b[7]" "b[8]" "b[9]" "b[10]" "b[11]" "b[12]"
3235 16 4001 2599 1613 1125 946 9515 1976 5603 9972 2805 3235 1977 5322 5993 5410 4607 3887 11978 9683 11759 17475 13986 1274 656 1928 2196 1928 1666 1424 4271 3527 4256 6294 5029 1961 1321 3394 3797 3482 2941 2463 7707 6156 7503 11181 8957 43406 0.0776895522648607 0.000481555445382637 0.0922573693366304 0.0570557149313318 0.0361557919381188 0.0255872748542438 0.0215763585856025 0.21925539299712 0.0465294065749862 0.12735245238641 0.23024111636551 0.0658180143198023
3461 78 4015 2623 1413 1042 984 9664 1597 5388 9799 2902 3461 2185 5432 6095 5323 4445 3848 12068 9317 11328 16961 13699 1354 768 1960 2185 1920 1581 1444 4348 3377 4166 6164 4972 2107 1417 3472 3910 3403 2864 2404 7720 5940 7162 10797 8727 42966 0.0809223203892785 0.0016279507865242 0.0917217351181157 0.0624257097551201 0.0328408380792695 0.0246462140902068 0.0230481978739063 0.224283667505504 0.0344339290505007 0.125096844856764 0.232033057980291 0.0669195345145198
3597 11 3731 2836 915 1232 1183 10140 1540 5455 9535 2453 3597 2180 5194 6099 4768 4278 3874 12565 9656 11512 16891 13114 1428 717 1931 2246 1722 1587 1449 4449 3599 4156 6230 4866 2169 1463 3263 3853 3046 2691 2425 8116 6057 7356 10661 8248 42628 0.0858266576742127 0.000576027390035632 0.0866048229120178 0.0647554732043574 0.0224929840186772 0.028620121587645 0.0281865390623069 0.239460954488161 0.0349715680662609 0.128971269743567 0.2206492456982 0.0588843361545584
3290 5 3917 2966 977 1034 1154 9493 2154 5200 9583 2638 3290 1986 5290 6218 4923 4159 3800 11897 9711 11365 16815 13322 1309 613 2038 2272 1798 1513 1396 4340 3546 4133 6131 4831 1981 1373 3252 3946 3125 2646 2404 7557 6165 7232 10684 8491 42411 0.0771803317809823 0.00012099103741588 0.0911174252621242 0.0702476558844139 0.024249255834499 0.0247376409265906 0.0265046659393765 0.226270801639247 0.0496618745821142 0.12349425351371 0.224431577662589 0.0619835259369375
3129 5 3728 3252 1089 1091 1034 9481 2700 4528 9647 3058 3129 1869 4942 6324 5082 4338 3781 11856 10171 11017 16684 13591 1265 655 1870 2331 1835 1591 1406 4385 3682 3980 6151 4959 1864 1214 3072 3993 3247 2747 2375 7471 6489 7037 10533 8632 42742 0.0729987521295994 8.13252547170866e-05 0.087560555911778 0.0776236927175593 0.0245298716139241 0.0254285903594751 0.0228165832514467 0.218319389230739 0.0623173940955696 0.105333456815871 0.230398713242266 0.0725916753770556
3444 69 3853 2849 891 1519 1115 9656 2227 5439 8878 3209 3444 2135 5340 6257 4914 4570 3983 12197 10002 11702 16390 13463 1378 648 1932 2234 1863 1702 1442 4422 3739 4190 6136 4933 2066 1487 3408 4023 3051 2868 2541 7775 6263 7512 10254 8530 43149 0.080624512685893 0.00171296529870688 0.090337790023173 0.0654896716787649 0.0204128461347406 0.0351617600471785 0.0269861826446565 0.222259452751622 0.0527631734567738 0.124363900866087 0.205731359872582 0.0741563845398213
3108 85 4422 2884 896 976 1037 9712 1884 5744 9341 3152 3108 1960 5750 6551 5084 4179 3673 12007 9467 11742 16791 13774 1233 632 2083 2363 1881 1543 1378 4424 3469 4292 6169 4972 1875 1328 3667 4188 3203 2636 2295 7583 5998 7450 10622 8802 43241 0.0699423209804679 0.00214616530598018 0.0995593701366024 0.0667030906566328 0.0195441708689486 0.0219690284987941 0.0231923866500178 0.22629561491786 0.0442605138602301 0.134399613406664 0.217834772129163 0.074152952588639
3326 17 3894 2921 1100 1426 852 9561 2499 4719 10475 2840 3326 2002 5201 6213 5041 4574 3800 12004 10089 11096 17525 13771 1341 695 1909 2272 1893 1626 1357 4414 3712 4046 6594 4984 1985 1307 3292 3941 3148 2948 2443 7590 6377 7050 10931 8787 43630 0.0760774722496988 0.000311849927915685 0.0884145822670202 0.0674398127927429 0.0251650668241891 0.0339315820182995 0.0197051464087872 0.218822690210592 0.0572812289417763 0.109136868657887 0.237068733697779 0.0666449660033118
3261 8 3868 2488 1608 1193 844 9761 2311 4967 10211 2868 3261 1987 5193 5767 5220 4526 3721 12098 10073 11311 17360 13850 1282 662 1914 2155 1887 1649 1384 4336 3729 4162 6378 5023 1979 1325 3279 3612 3333 2877 2337 7762 6344 7149 10982 8827 43388 0.0764679486230317 0.000147620918719779 0.0894842898140853 0.0561088289751982 0.0360833712510054 0.0273274232062377 0.0199641142672294 0.227817605368918 0.052636320789077 0.114722133986143 0.233218130346447 0.0660222124539068
3191 34 3983 2221 1357 1091 1098 9874 2065 4862 10284 2946 3191 1943 5284 5618 4892 4186 3717 12223 9943 11197 17438 14167 1282 642 1887 2083 1797 1567 1368 4345 3608 4043 6217 5115 1909 1301 3397 3535 3095 2619 2349 7878 6335 7154 11221 9052 43006 0.0745904572454586 0.000904284238834547 0.0915347450052708 0.0505950082283953 0.0308340706377292 0.0252827560731102 0.0249372587451054 0.231881642581277 0.0482422416497439 0.112433177898249 0.239843745230238 0.0689206124665876
