"B[1]" "B[2]" "B[3]" "B[4]" "B[5]" "B[6]" "B[7]" "B[8]" "B[9]" "B[10]" "B[11]" "B[12]" "N[1]" "N[2]" "N[3]" "N[4]" "N[5]" "N[6]" "N[7]" "N[8]" "N[9]" "N[10]" "N[11]" "N[12]" "N.nest[1]" "N.nest[2]" "N.nest[3]" "N.nest[4]" "N.nest[5]" "N.nest[6]" "N.nest[7]" "N.nest[8]" "N.nest[9]" "N.nest[10]" "N.nest[11]" "N.nest[12]" "N.walk[1]" "N.walk[2]" "N.walk[3]" "N.walk[4]" "N.walk[5]" "N.walk[6]" "N.walk[7]" "N.walk[8]" "N.walk[9]" "N.walk[10]" "N.walk[11]" "N.walk[12]" "Ntot" "b[1]" "b[2]" "b[3]" "b[4]" "b[5]" "b[6]" "b[7]" "b[8]" "b[9]" "b[10]" "b[11]" "b[12]"
3222 14 4118 2971 1150 792 1201 9393 2351 4637 10261 2555 3222 1971 5425 6418 5300 4264 3970 11923 10088 11192 17484 13915 1265 664 1978 2268 1828 1495 1440 4186 3533 3969 6124 4951 1957 1307 3447 4150 3472 2769 2530 7737 6555 7223 11360 8964 42665 0.0756219419685271 0.000229133619725078 0.0944087291788013 0.0695294656741936 0.0263192342490542 0.0187538962801043 0.0285921511537978 0.222274096357204 0.0575748545899534 0.110469671829541 0.235463370333246 0.060763454765852
3136 67 4318 2873 1190 844 1086 9456 2704 4620 9949 2777 3136 1969 5629 6567 5459 4359 3915 12010 10395 11300 17262 13789 1234 658 1935 2298 1944 1530 1361 4319 3715 3987 6250 4888 1902 1311 3694 4269 3515 2829 2554 7691 6680 7313 11012 8901 43020 0.0716013666229327 0.00189154584417827 0.101970497473887 0.0685102826421382 0.0287718057160934 0.0187032261545315 0.0245025209153143 0.21820243629231 0.0645321052369943 0.105366174290853 0.230071545838562 0.0658764929722054
3133 43 4419 2690 1132 1140 955 9610 2756 5138 9924 2414 3133 1940 5705 6390 5248 4481 3831 12064 10482 11935 17659 13811 1236 654 2005 2274 1907 1605 1377 4338 3685 4200 6262 4833 1897 1286 3700 4116 3341 2876 2454 7726 6797 7735 11397 8978 43354 0.0691947742451057 0.000778702033124448 0.102128850943545 0.0599039643091559 0.0276637567721329 0.0259934903818691 0.0232895010567232 0.220378732202082 0.0627758310495331 0.120776737408511 0.232271928432452 0.0548437311657651
3188 30 4194 2666 776 1224 1120 9707 1934 5192 10139 2779 3188 1983 5504 6209 4784 4302 3880 12209 9855 11531 17557 14027 1235 673 1961 2201 1706 1542 1378 4288 3516 4113 6309 4898 1953 1310 3543 4008 3078 2760 2502 7921 6339 7418 11248 9129 42949 0.0742276650395 0.000840515485365719 0.0979286902936324 0.0619048260757718 0.0184380431002365 0.0290362321955042 0.0255192375843339 0.225195209750696 0.0459873228041272 0.121565709504236 0.233798338679465 0.0655582094871316
3078 34 4343 2405 1070 1307 1139 9373 2122 4962 10364 2953 3078 1906 5663 6039 4946 4478 4013 11949 9900 11306 17600 14196 1206 586 2029 2163 1775 1604 1437 4171 3556 4070 6357 5030 1872 1320 3634 3876 3171 2874 2576 7778 6344 7236 11243 9166 43150 0.070379287075087 0.000815032196335621 0.100585267190872 0.056327018962579 0.0243890089686271 0.0297002849516861 0.0262153992474552 0.214942192142435 0.0492634325203247 0.11761149147368 0.241635808795316 0.068135776475602
3273 19 4341 2734 865 1034 1280 9752 2410 4387 10101 2722 3273 2031 5702 6471 5068 4281 4050 12400 10466 11076 17213 13837 1261 670 1965 2268 1821 1511 1402 4344 3777 3964 6098 4917 2012 1361 3737 4203 3247 2770 2648 8056 6689 7112 11115 8920 42918 0.0755833374192979 0.000614056325832132 0.0998474715630487 0.0629360269868371 0.0207541324076009 0.0238704337027669 0.0291227983452903 0.228578042108879 0.0556033023627172 0.103578465592069 0.235580906533057 0.0639310266526041
3160 6 4358 2742 740 1179 1165 9189 2510 4695 9920 2167 3160 1938 5695 6488 4887 4333 3962 11749 10049 11155 17134 13183 1228 601 1949 2341 1733 1536 1402 4210 3589 3941 6118 4758 1932 1337 3746 4147 3154 2797 2560 7539 6460 7214 11016 8425 41831 0.07509352442755 0.000201833651933616 0.100691995522656 0.0659817448085511 0.017812600663723 0.0279606152625233 0.0286690593520533 0.220003421680569 0.0614599697525062 0.111801847274883 0.237411817128292 0.052911570474759
3076 11 4375 2830 999 1197 929 9606 2405 4804 9873 2171 3076 1901 5662 6440 5074 4459 3828 12055 10155 11381 17205 13254 1186 614 2052 2365 1812 1560 1379 4305 3578 4049 6122 4714 1890 1287 3610 4075 3262 2899 2449 7750 6577 7332 11083 8540 42276 0.0736102846882902 0.00023352103772084 0.104864964183796 0.0651492589142166 0.0237272919701325 0.0284584946235605 0.0214627389409487 0.228943748962273 0.0560265991000518 0.113660196231333 0.231165679750395 0.0526972215972808
3244 1 4332 2459 898 1429 873 9702 2539 4324 10109 2524 3244 1958 5651 6093 4862 4531 3777 12119 10302 10970 17178 13640 1287 639 2017 2129 1760 1627 1360 4356 3656 3901 6062 4845 1957 1319 3634 3964 3102 2904 2417 7763 6646 7069 11116 8795 42434 0.0756392984352325 6.35298093271322e-06 0.0992555372896595 0.0586673770378627 0.0206751070999614 0.0342512047065285 0.0206123792578691 0.231969857617075 0.0580201609352213 0.101796777541381 0.237996331970384 0.0611096151278927
3214 11 3902 2524 1013 1603 834 9294 2653 4933 9736 2427 3214 1951 5213 5945 4819 4639 3882 11812 10249 11562 17177 13425 1274 640 1792 2139 1783 1591 1364 4216 3620 4121 6179 4862 1940 1311 3421 3806 3036 3048 2518 7596 6629 7441 10998 8563 42144 0.0737333830216798 0.000250599979065291 0.0913845357037798 0.061993860085647 0.024166989832712 0.0389946864953129 0.0201642883075636 0.221163302788648 0.0629070319692487 0.115214007218484 0.232577757713451 0.0574495568844077
