"B[1]" "B[2]" "B[3]" "B[4]" "B[5]" "B[6]" "B[7]" "B[8]" "B[9]" "B[10]" "B[11]" "B[12]" "N[1]" "N[2]" "N[3]" "N[4]" "N[5]" "N[6]" "N[7]" "N[8]" "N[9]" "N[10]" "N[11]" "N[12]" "N.nest[1]" "N.nest[2]" "N.nest[3]" "N.nest[4]" "N.nest[5]" "N.nest[6]" "N.nest[7]" "N.nest[8]" "N.nest[9]" "N.nest[10]" "N.nest[11]" "N.nest[12]" "N.walk[1]" "N.walk[2]" "N.walk[3]" "N.walk[4]" "N.walk[5]" "N.walk[6]" "N.walk[7]" "N.walk[8]" "N.walk[9]" "N.walk[10]" "N.walk[11]" "N.walk[12]" "Ntot" "b[1]" "b[2]" "b[3]" "b[4]" "b[5]" "b[6]" "b[7]" "b[8]" "b[9]" "b[10]" "b[11]" "b[12]"
3001 1 4282 2500 1163 669 1142 9435 2115 5066 10207 2117 3001 1881 5572 6168 5283 4143 3860 11977 9914 11532 17770 13850 1121 591 1904 2048 1809 1425 1318 4178 3448 3969 6037 4750 1880 1290 3668 4120 3474 2718 2542 7799 6466 7563 11733 9100 41698 0.0712220487122671 1.77079582686144e-05 0.10269277096747 0.0592883880986693 0.0278454884691119 0.0164882204641219 0.0272480691135863 0.228548354336113 0.050621426157928 0.118260056412011 0.247722451916422 0.05004501739403
3265 10 4138 2588 1037 622 1314 9279 1660 4944 10386 2102 3265 2072 5591 6325 5186 4020 3953 11878 9463 11063 17690 13802 1203 619 1854 2176 1788 1381 1354 4075 3344 3759 5990 4722 2062 1453 3737 4149 3398 2639 2599 7803 6119 7304 11700 9080 41345 0.0777371704823485 0.00029434894895122 0.101405952710566 0.0633814125031772 0.0255771630701089 0.0155870509525182 0.0329745656821034 0.223487162301898 0.0413903711966229 0.119288142765736 0.246173828497934 0.0527028308880354
3368 14 4073 2447 937 1193 1107 9159 2053 4465 9820 2195 3368 2146 5592 6146 5005 4496 4070 11844 9905 10923 16968 13275 1236 627 1893 2078 1702 1533 1385 3992 3447 3775 5888 4622 2132 1519 3699 4068 3303 2963 2685 7852 6458 7148 11080 8653 40831 0.0799530077133018 0.000306969009286484 0.0997758538530862 0.0610335465420673 0.0233660926577022 0.0287914585989253 0.0274430263192313 0.225163183669045 0.0508344023503644 0.111967466533738 0.23882939345142 0.0525355993018324
3132 19 4024 2606 811 1203 1071 9224 2434 4711 9785 2212 3132 1960 5363 6129 4802 4323 3946 11858 10262 11516 17370 13727 1191 621 1840 2138 1682 1448 1312 4030 3457 3931 5855 4697 1941 1339 3523 3991 3120 2875 2634 7828 6805 7585 11515 9030 41232 0.0763883212397021 0.00042467072235741 0.0969577130997454 0.0643720753301668 0.0202359229988872 0.028019126829448 0.0275333238142197 0.22281200492262 0.05947847353518 0.114843375840527 0.234569905644728 0.0543650860224178
3229 12 4177 2506 858 972 1180 9318 2478 4423 9652 2570 3229 2020 5598 6186 4949 4202 3913 11871 10299 11240 17065 13828 1221 599 1918 2095 1719 1469 1360 4050 3482 3827 5807 4679 2008 1421 3680 4091 3230 2733 2553 7821 6817 7413 11258 9149 41375 0.0789010804093578 0.000185257297774584 0.102980854211724 0.059933812498857 0.0215297074687445 0.0222845045717418 0.0287899480659534 0.225972973395002 0.0589512935619973 0.107429875471127 0.229840255989071 0.0632004370586487
2995 39 4250 2151 1178 1009 1405 8392 3418 4159 10104 2195 2995 1863 5514 5808 4947 4257 4183 11133 10676 11262 17444 13645 1171 599 1857 2039 1699 1479 1442 3875 3573 3922 5994 4617 1824 1264 3657 3769 3248 2778 2741 7258 7103 7340 11450 9028 41295 0.0735049719352751 0.00105630988143077 0.10149668736302 0.0515716334383592 0.027616086026174 0.0242653803128718 0.0354928649283963 0.203912358499822 0.0814078207297617 0.0991645022780671 0.247569938203367 0.052941446403456
3328 41 4247 1928 968 1055 1180 8818 2894 4727 10220 1964 3328 2146 5752 5675 4698 4082 3830 11353 10347 11541 17828 13784 1223 641 2005 1945 1671 1432 1295 3900 3533 3933 6008 4734 2105 1505 3747 3730 3027 2650 2535 7453 6814 7608 11820 9050 41370 0.0812262173004554 0.00119083825048662 0.103225759329046 0.0459284626138258 0.023709692347144 0.0259261070844862 0.027890173658598 0.214701771601892 0.0672209855978372 0.113465730402104 0.247884133608619 0.047630128205506
3131 43 4197 2471 963 1150 1209 9042 2304 4838 9654 2241 3131 2009 5579 6145 5037 4515 4188 11834 10112 11458 17182 13519 1165 627 1905 2071 1672 1536 1396 4026 3492 3930 5904 4595 1966 1382 3674 4074 3365 2979 2792 7808 6620 7528 11278 8924 41243 0.0780034769552916 0.000771374787021603 0.100987340272971 0.0593302235007043 0.0237353846853302 0.0277871144659611 0.0291475485665823 0.219160206344598 0.0543604122104563 0.117127624413893 0.235715731369577 0.0538735624276137
3172 34 3829 2894 634 1127 1460 9360 2188 4442 10332 1823 3172 2019 5222 6320 4820 4256 4242 12159 10148 11043 17601 13521 1187 626 1796 2134 1691 1474 1443 4199 3547 3774 5903 4631 1985 1393 3426 4186 3129 2782 2799 7960 6601 7269 11698 8890 41295 0.0772222711091044 0.000804510513392266 0.0942318903595471 0.0723511722764757 0.0156378857987987 0.0272027662887044 0.0340279120683446 0.227132188353692 0.0502668398882416 0.107038062110515 0.248926220385452 0.0451582808477319
3080 15 4029 2766 1027 1083 1222 9357 2072 4272 10710 1930 3080 1930 5366 6255 5192 4483 4153 12125 10072 10920 17836 13725 1165 593 1877 2090 1792 1552 1385 4125 3424 3794 6041 4611 1915 1337 3489 4165 3400 2931 2768 8000 6648 7126 11795 9114 41563 0.0739231206676496 0.000314365726556542 0.0945364663138647 0.0666331937593444 0.0252324556458624 0.0266578528332373 0.0288967300909725 0.227113951995822 0.0518786447652977 0.103331626383137 0.256176080650629 0.0453055111676269
