"B[1]" "B[2]" "B[3]" "B[4]" "B[5]" "B[6]" "B[7]" "B[8]" "B[9]" "B[10]" "B[11]" "B[12]" "N[1]" "N[2]" "N[3]" "N[4]" "N[5]" "N[6]" "N[7]" "N[8]" "N[9]" "N[10]" "N[11]" "N[12]" "N.nest[1]" "N.nest[2]" "N.nest[3]" "N.nest[4]" "N.nest[5]" "N.nest[6]" "N.nest[7]" "N.nest[8]" "N.nest[9]" "N.nest[10]" "N.nest[11]" "N.nest[12]" "N.walk[1]" "N.walk[2]" "N.walk[3]" "N.walk[4]" "N.walk[5]" "N.walk[6]" "N.walk[7]" "N.walk[8]" "N.walk[9]" "N.walk[10]" "N.walk[11]" "N.walk[12]" "Ntot" "b[1]" "b[2]" "b[3]" "b[4]" "b[5]" "b[6]" "b[7]" "b[8]" "b[9]" "b[10]" "b[11]" "b[12]"
3074 5 4302 2417 1090 1385 756 9266 1971 5573 9446 2293 3074 1891 5569 5992 4905 4480 3672 11589 9386 11472 16771 12972 1188 624 1994 2177 1810 1564 1349 4174 3487 4147 6092 4681 1886 1267 3575 3815 3095 2916 2323 7415 5899 7325 10679 8291 41578 0.0737259517019084 0.000100602031508703 0.102831443915432 0.0589533099074932 0.026539594779047 0.033543967212677 0.0177804846559059 0.224596005334747 0.0481574513860934 0.135289925308016 0.222642614812899 0.0558386489542734
3070 8 3603 2722 1307 889 1099 9091 2241 5227 9652 2512 3070 1886 4863 5777 4961 4018 3634 11395 9524 11292 16899 13391 1192 626 1808 2123 1832 1483 1330 4112 3459 4045 6020 4881 1878 1260 3055 3654 3129 2535 2304 7283 6065 7247 10879 8510 41421 0.0753508435204768 0.000244012833919633 0.086495874845687 0.0650469231535587 0.0310110731114893 0.0213656681736036 0.0262970608873216 0.222121238087761 0.0527980815007206 0.126271885990803 0.232287382927264 0.0607099549673945
3262 20 4060 2286 1483 1079 1181 8378 2384 4775 9355 2783 3262 2011 5404 5729 5091 4364 3985 10942 9303 10639 16061 12989 1271 667 1961 2121 1806 1560 1421 4023 3439 3933 5855 4689 1991 1344 3443 3608 3285 2804 2564 6919 5864 6706 10206 8300 41046 0.078703024698669 0.000500566632901787 0.0993662018074336 0.0564861115277563 0.035618937208685 0.0256861399214477 0.0289069425472715 0.206639305162082 0.0570351606013835 0.114483114888557 0.229172904225469 0.0674015907783439
2960 24 4237 2249 1387 917 1436 8563 3115 4385 9834 2624 2960 1762 5409 5671 5001 4099 4005 11179 10206 10934 16804 13338 1222 590 1987 2057 1819 1530 1389 4088 3657 3964 6090 4787 1738 1172 3422 3614 3182 2569 2616 7091 6549 6970 10714 8551 41731 0.0726710435596574 0.000435754664204632 0.102326921814772 0.0528713683447032 0.0346218620480668 0.0214090635788065 0.0346087449678824 0.204271328829147 0.0760939538311867 0.105546077749276 0.233177579163846 0.0619663014484514
3208 36 3716 2575 1245 1124 1432 8666 2693 4087 10384 2289 3208 2021 5087 5783 4904 4220 4125 11307 9907 10395 17048 13153 1223 650 1879 2124 1808 1527 1484 4093 3599 3731 6184 4750 1985 1371 3208 3659 3096 2693 2641 7214 6308 6664 10864 8403 41455 0.075966389385343 0.00107329142106127 0.0889488718332656 0.0599158369624303 0.0307195823961063 0.0251257164425759 0.0339500131782622 0.212939859829498 0.064257857152462 0.0996110452546041 0.251683537505057 0.055807998639334
3287 1 3846 2619 1294 879 1331 8325 2747 4616 10287 2150 3287 2018 5217 5904 5055 4123 3961 10854 9587 10696 17060 13067 1270 647 1932 2143 1811 1493 1432 4014 3507 3923 6143 4766 2017 1371 3285 3761 3244 2630 2529 6840 6080 6773 10917 8301 41382 0.0821106569271504 6.83166161707528e-06 0.0922503228928247 0.0620430276880491 0.0305691478427156 0.0198436377763493 0.0320998213556001 0.201306095351345 0.0653043476927825 0.114592915105135 0.248238720632318 0.0516344750741142
3276 16 3861 2729 1086 1153 1287 8937 2455 4552 10414 1923 3276 2036 5271 6046 4927 4289 4030 11537 9795 10835 17277 12996 1256 626 1954 2205 1791 1546 1430 4197 3512 3972 6204 4733 2020 1410 3317 3841 3136 2743 2600 7340 6283 6863 11073 8263 41689 0.0788580324028362 0.000430964978663747 0.0905572848473686 0.0657023282038465 0.026587697439112 0.0272295227780807 0.030950380814142 0.213039760873698 0.0596629636772363 0.110049881607283 0.250630822929857 0.0463003594478757
3217 9 3842 2561 1158 705 1157 8975 3058 4547 9674 2815 3217 1946 5170 5854 4899 3811 3540 11207 10205 11140 16755 13482 1280 618 1877 2113 1793 1428 1308 4060 3612 4059 6088 4840 1937 1328 3293 3741 3106 2383 2232 7147 6593 7081 10667 8642 41718 0.0769245393335288 0.000204118999645264 0.0903076988162994 0.0620277557618325 0.027262110269861 0.0185115256218361 0.0271539725956157 0.217758694804534 0.0713891779580465 0.109972618137116 0.231408052202992 0.0670797354986923
3117 26 3885 2741 1381 820 1257 8921 2394 4564 9618 2875 3117 1897 5157 6063 5253 4191 3909 11416 9719 10801 16426 13354 1246 625 1835 2191 1882 1539 1414 4091 3482 3993 5947 4840 1871 1272 3322 3872 3371 2652 2495 7325 6237 6808 10479 8514 41599 0.0751366608832503 0.000805463674207961 0.0941694348889662 0.0652566546222396 0.0338912924396099 0.0195853869122002 0.0301543592863847 0.210640324399907 0.0567655274999797 0.111405659186552 0.233433293109978 0.0687559430967242
3142 14 4249 2329 1290 914 1137 8971 2470 5187 9496 2808 3142 1935 5583 5945 5070 4192 3788 11379 9621 11301 16701 13481 1221 601 1967 2165 1792 1541 1380 4228 3507 4096 6028 4877 1921 1334 3616 3780 3278 2651 2408 7151 6114 7205 10673 8604 42007 0.0758380664281176 0.000385356758430833 0.100875733116941 0.0554911698885755 0.0318718791268261 0.0210654045074935 0.0264248166580236 0.213822762578658 0.0581277569828685 0.125527262303606 0.22332009564211 0.0672496960083488
3102 13 4271 2273 1494 866 751 9686 2085 4871 10064 2460 3102 1869 5514 5783 5198 4268 3496 11876 9700 11031 17109 13433 1246 626 2004 2079 1796 1523 1306 4261 3540 3986 6136 4935 1856 1243 3510 3704 3402 2745 2190 7615 6160 7045 10973 8498 41936 0.0746957904657849 0.000363240836150155 0.101305272381931 0.0544719005442409 0.0352816324275092 0.0211644729097988 0.018168050944774 0.233062398150642 0.0485508523792794 0.114042187396872 0.238768405161241 0.0601257964017756
