"B[1]" "B[2]" "B[3]" "B[4]" "B[5]" "B[6]" "B[7]" "B[8]" "B[9]" "B[10]" "B[11]" "B[12]" "N[1]" "N[2]" "N[3]" "N[4]" "N[5]" "N[6]" "N[7]" "N[8]" "N[9]" "N[10]" "N[11]" "N[12]" "N.nest[1]" "N.nest[2]" "N.nest[3]" "N.nest[4]" "N.nest[5]" "N.nest[6]" "N.nest[7]" "N.nest[8]" "N.nest[9]" "N.nest[10]" "N.nest[11]" "N.nest[12]" "N.walk[1]" "N.walk[2]" "N.walk[3]" "N.walk[4]" "N.walk[5]" "N.walk[6]" "N.walk[7]" "N.walk[8]" "N.walk[9]" "N.walk[10]" "N.walk[11]" "N.walk[12]" "Ntot" "b[1]" "b[2]" "b[3]" "b[4]" "b[5]" "b[6]" "b[7]" "b[8]" "b[9]" "b[10]" "b[11]" "b[12]"
2933 16 3576 2370 1668 663 1231 8547 1894 4325 8500 2633 2933 1718 4698 5247 4798 3642 3375 10661 8507 9447 14281 11333 1231 596 1821 2117 1819 1498 1261 4048 3385 3666 5581 4419 1702 1122 2877 3130 2979 2144 2114 6613 5122 5781 8700 6914 38356 0.0731643053289208 0.00040444149666847 0.0950280277842231 0.0628134287107422 0.0430996882800464 0.0182420913354938 0.0315440988655669 0.22049481141385 0.0477580201971228 0.114113431226547 0.22455113583313 0.068786519527689
2920 72 3830 2143 1457 957 1159 8712 1750 4876 8809 2449 2920 1762 4922 5095 4549 3770 3479 10866 8448 10009 14966 11571 1230 670 1970 2003 1736 1450 1325 4168 3315 3852 5844 4466 1690 1092 2952 3092 2813 2320 2154 6698 5133 6157 9122 7105 39134 0.0757341442800066 0.00197829576597217 0.0972485357779165 0.0544818221809225 0.0354394762224458 0.0246013968865298 0.0292814839770999 0.225364913900721 0.0441665402543717 0.125278524891142 0.225454103954012 0.0609707619088592
2769 28 3777 2030 1584 1106 883 8677 2214 4734 8608 2567 2769 1630 4825 4993 4603 3942 3305 10690 8701 10109 14828 11627 1167 582 1862 1974 1767 1520 1292 4203 3326 3889 5768 4580 1602 1048 2963 3019 2836 2422 2013 6487 5375 6220 9060 7047 38977 0.0724450926385312 0.000779521653758216 0.0974103645782648 0.0521438416837919 0.0405582546289387 0.0281718509482917 0.0215372525524759 0.221896101495305 0.057652194053696 0.121063836163246 0.220955990890688 0.0653856987130128
2997 52 4145 1754 1545 1266 813 8060 2492 4845 9024 2192 2997 1759 5299 5009 4606 4083 3361 10097 8635 10084 15208 11443 1290 605 2044 1948 1789 1535 1324 3954 3396 3900 5957 4455 1707 1154 3255 3061 2817 2548 2037 6143 5239 6184 9251 6988 39185 0.074104117799602 0.00137335204818583 0.104073351317588 0.0453610428987253 0.0380070936038568 0.0321457827491889 0.0208136707299324 0.208120476989108 0.0635601722969751 0.12402270059238 0.231060652669953 0.0573575863045052
2858 4 3918 1922 1476 1040 918 8260 2404 4557 9581 2044 2858 1607 4951 4972 4474 3772 3205 10232 8626 9812 15564 11705 1255 574 1901 1974 1742 1485 1233 4010 3371 3829 5903 4494 1603 1033 3050 2998 2732 2287 1972 6222 5255 5983 9661 7211 38982 0.0734077093429533 0.000154204776599665 0.101936675211943 0.0492269269430261 0.0385087858183678 0.0256079833924662 0.0240679054369966 0.20814310111726 0.0612703297987095 0.119948910131662 0.246566979750284 0.0511604882797313
2773 4 4021 2104 1246 968 1163 8561 1970 4601 9309 2763 2773 1571 5011 5186 4437 3696 3426 10662 8531 9729 15236 12041 1206 581 1929 1995 1709 1433 1325 4101 3403 3802 5958 4587 1567 990 3082 3191 2728 2263 2101 6561 5128 5927 9278 7454 39483 0.0696593301644924 3.90684481031453e-05 0.101029608203646 0.0536818887088534 0.0321521875094827 0.0241299449021875 0.0298303739482553 0.217068598756311 0.0497674166153724 0.114642049304025 0.238025630551972 0.0699739028872996
2795 1 3983 1853 1375 978 1072 8168 2129 4691 9026 2931 2795 1643 5037 4916 4380 3633 3314 10177 8401 9772 14951 12077 1153 589 1974 1911 1725 1391 1305 3905 3320 3847 5805 4696 1642 1054 3063 3005 2655 2242 2009 6272 5081 5925 9146 7381 39002 0.0704866117102246 7.31373968488216e-05 0.102846109784528 0.0483910239452441 0.0356762320102098 0.0255956290010158 0.027117520778761 0.210269769786085 0.0545663573847954 0.12188041654946 0.229517617269012 0.0735795743838153
2856 33 3811 1816 1632 895 1218 8125 2444 4150 8526 2868 2856 1687 4906 4843 4474 3635 3393 10201 8657 9402 14258 11447 1202 592 1879 2001 1734 1460 1317 3988 3405 3670 5679 4467 1654 1095 3027 2842 2740 2175 2076 6213 5252 5732 8579 6980 38374 0.0724577208007127 0.00126386314855257 0.0989791850107466 0.0456266711603554 0.0421819092961706 0.0229737179222234 0.0318717396176321 0.213746290557936 0.0636508013655574 0.111333127304533 0.220131893396627 0.075783080418953
2886 0 3777 2101 1361 1129 1008 8408 2591 4134 8688 2862 2886 1670 4865 5033 4388 3801 3332 10444 8939 9656 14581 11774 1216 582 1933 2006 1716 1477 1296 4096 3417 3763 5669 4615 1670 1088 2932 3027 2672 2324 2036 6348 5522 5893 8912 7159 38945 0.0742681035101896 3.80022538303001e-07 0.0967544781961255 0.0532172539347184 0.0347783961259994 0.0284375411276752 0.0265319714068488 0.219642767018293 0.066047653320753 0.106781490491303 0.220442144369632 0.0730978204759237
2834 19 3960 2032 1153 982 1083 7844 2573 4576 8928 2857 2834 1648 5001 5155 4302 3618 3245 9801 8472 9745 14902 12004 1205 607 1878 2006 1666 1456 1288 3902 3303 3771 5755 4601 1629 1041 3123 3149 2636 2162 1957 5899 5169 5974 9147 7403 38841 0.072220629650311 0.000316448769362531 0.103214846170279 0.0529903686132156 0.03059148994478 0.0245139961789168 0.0279013014400445 0.197470317459248 0.0675107712886663 0.119620654910808 0.229933633359307 0.0737155422150615
