"B[1]" "B[2]" "B[3]" "B[4]" "B[5]" "B[6]" "B[7]" "B[8]" "B[9]" "B[10]" "B[11]" "B[12]" "N[1]" "N[2]" "N[3]" "N[4]" "N[5]" "N[6]" "N[7]" "N[8]" "N[9]" "N[10]" "N[11]" "N[12]" "N.nest[1]" "N.nest[2]" "N.nest[3]" "N.nest[4]" "N.nest[5]" "N.nest[6]" "N.nest[7]" "N.nest[8]" "N.nest[9]" "N.nest[10]" "N.nest[11]" "N.nest[12]" "N.walk[1]" "N.walk[2]" "N.walk[3]" "N.walk[4]" "N.walk[5]" "N.walk[6]" "N.walk[7]" "N.walk[8]" "N.walk[9]" "N.walk[10]" "N.walk[11]" "N.walk[12]" "Ntot" "b[1]" "b[2]" "b[3]" "b[4]" "b[5]" "b[6]" "b[7]" "b[8]" "b[9]" "b[10]" "b[11]" "b[12]"
3061 93 3871 2626 946 978 903 8601 2696 4718 9499 2336 3061 1974 5230 5975 4877 4197 3616 10936 9752 11078 16722 13168 1180 615 1881 2044 1658 1484 1281 3880 3392 3855 5890 4605 1881 1359 3349 3931 3219 2713 2335 7056 6360 7223 10832 8563 40328 0.0748187570652091 0.00246928227256979 0.0965223870658847 0.0653206620292354 0.0247356863419804 0.0250108458495362 0.0227658025324821 0.213510436551092 0.0683165436147448 0.116194169810879 0.23227818026687 0.0580572465995164
3248 11 4228 1954 1213 1118 793 8381 2955 3700 10035 2398 3248 2084 5650 5651 4957 4410 3701 10773 9885 10110 16548 13191 1175 662 1953 1907 1665 1502 1309 3843 3475 3597 5755 4572 2073 1422 3697 3744 3292 2908 2392 6930 6410 6513 10793 8619 40034 0.0810538292183278 0.000225059680516486 0.105493838760104 0.0476628225750121 0.0295387745129992 0.0280829575718066 0.0194909700871898 0.207496610811735 0.0739041330501586 0.0898371027052841 0.254832472996756 0.0623814280301108
3027 0 3826 2253 985 1158 1031 8496 2645 4274 9556 2612 3027 1852 5073 5499 4604 4131 3715 10949 9739 10620 16391 13336 1175 605 1827 1880 1631 1447 1262 3855 3393 3785 5667 4675 1852 1247 3246 3619 2973 2684 2453 7094 6346 6835 10724 8661 39863 0.0749541445735856 4.65538180543768e-07 0.0981072479476263 0.0560889722576412 0.0242303642904164 0.0306140119554593 0.0249280792124089 0.211211763651492 0.0682036972969286 0.105552258494058 0.239832558929777 0.0662764358524259
2860 0 3949 2543 787 986 1259 8462 1908 4805 9474 3178 2860 1727 5082 5826 4616 3971 3773 10956 9025 10571 16263 13752 1133 594 1799 1997 1631 1457 1279 3839 3259 3782 5689 4746 1727 1133 3283 3829 2985 2514 2494 7117 5766 6789 10574 9006 40211 0.0722758252270427 5.99212273104076e-08 0.0959325272808514 0.0626987983101393 0.0193374866557187 0.0245964838756065 0.0315364177717825 0.210601194345119 0.0473726638439998 0.120865245902398 0.237959277929076 0.0768240189370392
2901 16 4111 2416 869 896 1431 9680 1478 4592 9640 2293 2901 1776 5335 5860 4693 3863 3912 12251 9506 10702 16625 13160 1141 552 1891 2036 1726 1382 1341 4223 3396 3717 5758 4592 1760 1224 3444 3824 2967 2481 2571 8028 6110 6985 10867 8568 40323 0.0709548960280122 0.000477936883312596 0.104163198266788 0.0615416819861994 0.0216015243663279 0.0217184343059625 0.0343895934695182 0.234655426104298 0.0361379808471028 0.115321010163331 0.241781105259514 0.0572572123196342
3017 15 3850 2402 1054 1092 915 9156 1739 4740 9558 2271 3017 1880 5131 5712 4733 4108 3603 11524 9260 10653 16481 12892 1152 599 1821 2033 1717 1420 1235 4003 3347 3730 5860 4579 1865 1281 3310 3679 3016 2688 2368 7521 5913 6923 10621 8313 39809 0.0735782858412391 0.000257353677981974 0.101928656811921 0.0586366781329642 0.0260088355043216 0.0275876749692614 0.0243939026486292 0.229978500932643 0.045008393404098 0.11910201805786 0.236893247761236 0.0566264522578452
3167 8 4132 2237 1133 1180 1029 9103 1872 4279 10092 1844 3167 1969 5454 5804 4856 4312 3834 11595 9476 10455 16870 12902 1206 647 1887 2081 1724 1507 1342 3991 3300 3677 5812 4511 1961 1322 3567 3723 3132 2805 2492 7604 6176 6778 11058 8391 40076 0.0776635761598104 0.000239961645435124 0.101816459780411 0.0571595065194965 0.0284707071798673 0.0287549538011116 0.0251767623115971 0.230631558060798 0.0455173107949566 0.108671561533176 0.250643650404595 0.045253991808745
3019 24 4041 2481 1077 953 922 8844 2368 4803 9401 1731 3019 1858 5324 5943 4965 4247 3676 11218 9613 11069 16651 12581 1185 575 1862 2055 1671 1493 1302 3973 3347 3819 5801 4502 1834 1283 3462 3888 3294 2754 2374 7245 6266 7250 10850 8079 39664 0.0760002801347044 0.000727370184701921 0.10090155311678 0.0628845029208155 0.0265167840609339 0.0244477070827893 0.0230869329538693 0.226917596181563 0.0579159230195787 0.120725391845985 0.236540229381283 0.0433357291169962
2957 22 3774 2442 1306 900 604 8989 2238 4752 9814 1824 2957 1802 4995 5674 4972 4164 3285 11072 9363 10780 16779 12631 1177 581 1763 2008 1708 1483 1202 3947 3335 3815 5972 4545 1780 1221 3232 3666 3264 2681 2083 7125 6028 6965 10807 8086 39622 0.0745414432763938 0.000525201256160929 0.0943650902139575 0.0624548991437472 0.0326251636074122 0.0229339584384375 0.016161967458277 0.225363045771423 0.0587133203848481 0.120012867504367 0.245720685957171 0.0465823569878046
3184 34 3682 2648 1139 1103 546 8713 2493 4661 9082 2094 3184 2002 5051 5908 5016 4372 3373 10847 9507 10831 16148 12599 1216 633 1791 2031 1747 1545 1239 3833 3337 3765 5643 4504 1968 1369 3260 3877 3269 2827 2134 7014 6170 7066 10505 8095 39379 0.0818229245792166 0.000747533774826375 0.0932877468183936 0.0665496301531053 0.0284635244943025 0.0288129181863649 0.0137191525610185 0.220917798551701 0.0613345766645866 0.118572210308317 0.231921863065777 0.0538501208423908
