"B[1]" "B[2]" "B[3]" "B[4]" "B[5]" "B[6]" "B[7]" "B[8]" "B[9]" "B[10]" "B[11]" "B[12]" "N[1]" "N[2]" "N[3]" "N[4]" "N[5]" "N[6]" "N[7]" "N[8]" "N[9]" "N[10]" "N[11]" "N[12]" "N.nest[1]" "N.nest[2]" "N.nest[3]" "N.nest[4]" "N.nest[5]" "N.nest[6]" "N.nest[7]" "N.nest[8]" "N.nest[9]" "N.nest[10]" "N.nest[11]" "N.nest[12]" "N.walk[1]" "N.walk[2]" "N.walk[3]" "N.walk[4]" "N.walk[5]" "N.walk[6]" "N.walk[7]" "N.walk[8]" "N.walk[9]" "N.walk[10]" "N.walk[11]" "N.walk[12]" "Ntot" "b[1]" "b[2]" "b[3]" "b[4]" "b[5]" "b[6]" "b[7]" "b[8]" "b[9]" "b[10]" "b[11]" "b[12]"
2649 1 3486 2277 873 1124 931 7583 2360 4158 8273 2570 2649 1592 4534 5078 4022 3583 3170 9537 8264 9237 14003 11267 1058 544 1733 1929 1563 1344 1216 3633 3185 3507 5306 4287 1591 1048 2801 3149 2459 2239 1954 5904 5079 5730 8697 6980 36285 0.0725758748571515 0.000152839231668105 0.0942486225355457 0.0615651867471848 0.0242242917311281 0.0326154441450511 0.0259280753216867 0.210583370879914 0.0651262131289559 0.114343968051576 0.228040802188156 0.0705953111819819
2623 17 3452 2403 796 1045 973 7873 2027 4361 7945 2710 2623 1529 4450 5202 4099 3592 3199 9853 8177 9419 13749 11161 1111 531 1651 1899 1552 1366 1219 3703 3119 3615 5298 4221 1512 998 2799 3303 2547 2226 1980 6150 5058 5804 8451 6940 36225 0.0731410841017114 0.000462816157228997 0.0959348364862124 0.0650234350967238 0.0219849939288591 0.0284518303143022 0.0276246766167317 0.216820366603789 0.0590078869299705 0.11902239653484 0.217819489424601 0.0747061878050297
2733 33 3528 1945 835 1138 947 8036 1992 4576 7952 2617 2733 1646 4620 4894 3914 3496 3101 9966 8153 9674 13962 11212 1120 554 1671 1815 1556 1342 1171 3805 3055 3664 5367 4306 1613 1092 2949 3079 2358 2154 1930 6161 5098 6010 8595 6906 36332 0.0736173131930146 0.00100733511963305 0.0970159882746854 0.0530572813319998 0.0238733956199886 0.03113528834637 0.0269777204076521 0.218725702863955 0.0536159887155341 0.128100540659622 0.219043675727628 0.0738297697399178
2583 29 3573 2050 914 1299 747 7589 2195 4082 8573 2527 2583 1508 4559 4895 3950 3718 3056 9494 8096 9115 14176 11288 1104 522 1714 1859 1531 1409 1151 3593 3063 3512 5415 4268 1479 986 2845 3036 2419 2309 1905 5901 5033 5603 8761 7020 36161 0.0695197628019426 0.000783637936505799 0.0995759466868567 0.0578603391762515 0.025256449496105 0.0373118626119762 0.0203389411991653 0.210958090393498 0.0606856471703738 0.113844261035705 0.235301509402368 0.0685635520892518
2494 18 3748 2187 752 876 1277 7684 2569 4320 7968 2226 2494 1442 4691 5140 3983 3284 3265 9725 8561 9688 14074 10971 1070 499 1738 1909 1575 1296 1224 3733 3193 3582 5329 4127 1424 943 2953 3231 2408 1988 2041 5992 5368 6106 8745 6844 36119 0.06928487021123 0.000450118337098772 0.102580331815627 0.0605007663692211 0.0224168443032013 0.0240837751089659 0.0347861175293488 0.212075766990018 0.0711142722400405 0.118431900996061 0.223760039756161 0.0605151963430262
2615 1 3376 2365 1266 849 849 7564 2216 3887 8507 2467 2615 1540 4382 5009 4359 3544 3025 9441 8028 8835 13972 11242 1076 534 1738 1916 1664 1368 1148 3629 3080 3370 5197 4301 1539 1006 2644 3093 2695 2176 1877 5812 4948 5465 8775 6941 35962 0.0725016219840356 4.40469476354401e-05 0.0932012757844466 0.0653730937535445 0.0355724912714289 0.0224758832227186 0.0240041747174589 0.209943811358544 0.0615567222140232 0.109501486515141 0.235367716638493 0.0704576755925307
2653 7 3241 2328 1321 755 837 7750 2090 4236 7978 2498 2653 1602 4302 5024 4437 3559 3075 9651 8132 9294 13747 11000 1058 541 1606 1908 1633 1321 1174 3609 3074 3525 5245 4212 1595 1061 2696 3116 2804 2238 1901 6042 5058 5769 8502 6788 35694 0.0735723027024974 0.000194250173064257 0.0916358972950705 0.0653833127949916 0.0369771854741823 0.0219059159645035 0.0229161194998472 0.212871543384074 0.0602600110363735 0.116754862203349 0.226862060291176 0.0706665391808714
2712 5 3329 2379 1293 709 1094 7631 2365 4076 8335 2036 2712 1609 4394 5138 4513 3594 3303 9718 8328 9252 14067 10818 1108 544 1635 1918 1628 1385 1216 3755 3152 3520 5285 4146 1604 1065 2759 3220 2885 2209 2087 5963 5176 5732 8782 6672 35964 0.0748789700761391 0.000237349100547264 0.094228066858901 0.0685565231101606 0.0361731152344109 0.0209133392305354 0.0306113674525397 0.209114931431939 0.0648362306562911 0.113931559025781 0.230668534862004 0.0558500129607508
2652 15 3434 2104 1639 791 1257 7477 1875 4379 7881 2832 2652 1579 4438 4855 4612 3684 3529 9688 7918 9262 13612 11226 1088 575 1687 1882 1719 1412 1318 3645 3035 3531 5218 4262 1564 1004 2751 2973 2893 2272 2211 6043 4883 5731 8394 6964 36336 0.0717588938756669 0.000572035205422184 0.0971197231198553 0.0591798660743269 0.0457178929694355 0.0223342007001608 0.0340121839328872 0.205243820903401 0.0513582622010647 0.118946984312162 0.218006423529431 0.0757497131761865
2592 15 3578 2135 1195 864 1164 7806 1874 4002 8563 2344 2592 1515 4538 4930 4264 3579 3397 9938 8076 9004 14142 11100 1092 555 1743 1861 1549 1346 1265 3736 3074 3425 5386 4201 1500 960 2795 3069 2715 2233 2132 6202 5002 5579 8756 6899 36132 0.0719039302837944 0.000492279334323604 0.0999840725090275 0.0602834197293916 0.0350488404150701 0.0237430633090776 0.0317222394388977 0.211862280824754 0.0494604187223971 0.112641397446857 0.236237235916202 0.0666208220702069
2748 16 3380 2021 1322 762 820 8046 1922 4185 8228 2505 2748 1641 4458 4808 4301 3435 2884 9820 7998 9100 13878 11067 1123 563 1671 1829 1628 1371 1110 3744 3083 3450 5316 4141 1625 1078 2787 2979 2673 2064 1774 6076 4915 5650 8562 6926 35955 0.0754291109227469 0.000230620534262329 0.0960224482821213 0.0572533663365199 0.0350014905117889 0.0219656512910582 0.0227947139713118 0.224810543429117 0.0527470480317357 0.114202653891898 0.228395178286297 0.0711471745111428
2650 5 3569 1950 1404 884 954 7672 2356 4198 8048 2444 2650 1528 4572 4763 4339 3600 3174 9623 8247 9385 13935 11023 1127 525 1759 1828 1623 1380 1223 3732 3060 3498 5356 4142 1523 1003 2813 2935 2716 2220 1951 5891 5187 5887 8579 6881 36134 0.0720279180401415 0.000185611418899989 0.0989198254243025 0.0529150629693054 0.0392012484137493 0.0244883265205031 0.0257787143904456 0.215777480169681 0.0650372172826469 0.115314669753661 0.223145961537242 0.0672079640794221
2507 4 3611 2205 1074 989 884 7680 2119 4364 8385 2266 2507 1430 4556 5080 4249 3657 3190 9690 8133 9405 14235 11034 1081 485 1681 1905 1581 1351 1180 3676 3092 3555 5467 4156 1426 945 2875 3175 2668 2306 2010 6014 5041 5850 8768 6878 36088 0.0690200398370041 0.0001728941895137 0.100400659600331 0.0613138285017556 0.0306153487116376 0.0283895308011535 0.0249734227895766 0.208401397680928 0.0583978675315985 0.121840051285662 0.229038746526651 0.0674362125441879
2676 34 3170 2522 977 879 727 7937 2257 4129 8204 2650 2676 1616 4234 5121 4256 3523 2944 9757 8282 9279 13932 11261 1094 552 1635 1842 1612 1306 1124 3732 3132 3551 5321 4317 1582 1064 2599 3279 2644 2217 1820 6025 5150 5728 8611 6944 36162 0.0745300823570684 0.000901971593642626 0.0885729767353185 0.0697223937715668 0.028257457903899 0.0255706103779187 0.0196242302464694 0.223680781508382 0.0600615755086989 0.111898422348303 0.224042372359144 0.0731371252895892
2621 45 3549 2335 1237 828 651 7571 2370 4143 8099 2296 2621 1553 4554 5151 4500 3684 2973 9405 8190 9197 13870 10875 1113 548 1738 1888 1644 1362 1139 3585 3136 3426 5291 4157 1508 1005 2816 3263 2856 2322 1834 5820 5054 5771 8579 6718 35745 0.0713768715109478 0.00102003116250309 0.0984237215111116 0.0676201981343427 0.0348974872486334 0.0245550677751056 0.0186367220688785 0.2140251121297 0.0659438302122963 0.117800187650961 0.224171316808416 0.0615294537871037
2754 5 3509 2122 1186 1196 961 7398 2432 4408 7612 2486 2754 1638 4583 4925 4182 3824 3411 9527 8340 9610 13654 10821 1121 564 1780 1929 1554 1374 1282 3619 3138 3568 5319 4117 1633 1074 2803 2996 2628 2450 2129 5908 5202 6042 8335 6704 36069 0.0768483913307572 0.000164594381707232 0.0982162256534155 0.056949759268731 0.0334134920961578 0.0316818794617967 0.0263577224014037 0.204814658226759 0.0655738775206403 0.124536131707483 0.212587153262561 0.0688561146885882
2803 11 3594 2199 1111 735 864 7816 2318 3587 8411 2680 2803 1661 4683 5116 4292 3403 2998 9700 8358 8839 13909 11291 1153 572 1766 1935 1624 1269 1114 3660 3106 3341 5298 4289 1650 1089 2917 3181 2668 2134 1884 6040 5252 5498 8611 7002 36129 0.079182968571836 0.000304570836950465 0.0980168134083608 0.0624144075008238 0.029255930046541 0.0199245361322893 0.0243529249473484 0.215921058675522 0.066029308053763 0.100040684844772 0.231455182667094 0.0731016143146986
2682 1 3455 1760 1599 795 985 7342 2299 3961 8708 2293 2682 1556 4482 4547 4399 3549 3165 9341 8035 8911 14232 11126 1127 529 1695 1747 1645 1369 1166 3605 3085 3387 5399 4238 1555 1027 2787 2800 2754 2180 1999 5736 4950 5524 8833 6888 35880 0.0763658720685147 2.24902739228314e-05 0.0968870146832859 0.0490686447271359 0.0442286767533112 0.022044402285089 0.028169998677799 0.203455033227229 0.0646622196613627 0.109992302818959 0.241460130719124 0.0636432141042654
2809 11 3300 1926 1351 1155 855 7571 1768 4224 8783 2024 2809 1650 4410 4628 4173 3711 3169 9548 7749 8963 14358 10888 1170 540 1708 1806 1617 1397 1192 3567 3010 3388 5494 4192 1639 1110 2702 2822 2556 2314 1977 5981 4739 5575 8864 6696 35777 0.0789719429285838 0.00029329784751053 0.0931349839150596 0.0551959364546024 0.0378350740252864 0.0324594843068344 0.0252356398302163 0.210081457701889 0.0468510596493625 0.120531977512865 0.244669556750317 0.054739589077473
2679 1 3604 2232 829 1319 727 8476 1407 3975 8611 2115 2679 1575 4645 5122 3999 3776 3132 10434 7988 8934 14133 10901 1105 534 1755 1952 1542 1371 1174 3853 3029 3412 5347 4202 1574 1041 2890 3170 2457 2405 1958 6581 4959 5522 8786 6699 35975 0.07225661826077 3.81697659978912e-05 0.101317684602721 0.0615098673778781 0.0224881449083886 0.0354551479175968 0.0194675671844881 0.235646042571515 0.0375759263109442 0.114292458157422 0.240509231081237 0.0594431418610407
2749 0 3309 2525 845 1142 796 7858 1673 4268 8669 2200 2749 1645 4379 5218 4066 3621 3088 9781 7817 9035 14210 10950 1104 575 1686 1997 1587 1329 1165 3637 3050 3494 5460 4106 1645 1070 2693 3221 2479 2292 1923 6144 4767 5541 8750 6844 36034 0.0774540966371147 0.000122617976103976 0.0912279080357622 0.0704416545038704 0.0233867346571923 0.0323060105455961 0.0225453313994457 0.216121536812289 0.0464683209288802 0.115387384461078 0.24365200323895 0.0608864008037173
