"B[1]" "B[2]" "B[3]" "B[4]" "B[5]" "B[6]" "B[7]" "B[8]" "B[9]" "B[10]" "B[11]" "B[12]" "N[1]" "N[2]" "N[3]" "N[4]" "N[5]" "N[6]" "N[7]" "N[8]" "N[9]" "N[10]" "N[11]" "N[12]" "N.nest[1]" "N.nest[2]" "N.nest[3]" "N.nest[4]" "N.nest[5]" "N.nest[6]" "N.nest[7]" "N.nest[8]" "N.nest[9]" "N.nest[10]" "N.nest[11]" "N.nest[12]" "N.walk[1]" "N.walk[2]" "N.walk[3]" "N.walk[4]" "N.walk[5]" "N.walk[6]" "N.walk[7]" "N.walk[8]" "N.walk[9]" "N.walk[10]" "N.walk[11]" "N.walk[12]" "Ntot" "b[1]" "b[2]" "b[3]" "b[4]" "b[5]" "b[6]" "b[7]" "b[8]" "b[9]" "b[10]" "b[11]" "b[12]"
3189 1 4113 2083 1213 1101 1380 8330 2964 4483 9681 2205 3189 1931 5410 5513 4660 4017 3941 10850 9797 10774 16552 12768 1259 634 1980 2066 1744 1456 1421 4017 3506 3903 5989 4639 1930 1297 3430 3447 2916 2561 2520 6833 6291 6871 10563 8129 40743 0.0807439342840932 2.49567699519295e-05 0.102218948954638 0.0510449485890991 0.0288177745437186 0.0276571109403431 0.0342779594371927 0.199984621514128 0.072610714226973 0.108947442812702 0.240165746901925 0.0535058410252359
3139 37 3992 2186 1153 1040 1494 8755 2399 4628 9919 2082 3139 1914 5250 5479 4591 3925 3963 11274 9495 10604 16629 12704 1262 656 1957 2041 1706 1456 1444 4178 3519 3894 6007 4631 1877 1258 3293 3438 2885 2469 2519 7096 5976 6710 10622 8073 40824 0.0762639555768559 0.000968147503222637 0.0971750596840977 0.0552421530059646 0.0278349661546573 0.0260488212090154 0.0363456584343519 0.216692636808432 0.0584272628159001 0.110608986475745 0.24375484201958 0.0506375103121768
3151 5 4075 2319 981 938 1319 9227 2011 5340 9837 1520 3151 1910 5342 5714 4618 3860 3684 11540 9334 11308 17062 12466 1246 643 1947 2077 1696 1495 1371 4217 3366 4083 6116 4504 1905 1267 3395 3637 2922 2365 2313 7323 5968 7225 10946 7962 40723 0.0784145847935669 0.000103866728388373 0.101313519857669 0.0567367494253344 0.025729731969612 0.0226030327320535 0.0322443941468298 0.225061493163147 0.0480060618018532 0.13256260480352 0.241335482932636 0.0358884776453889
2887 21 4010 2350 1057 1241 765 8995 1889 5207 9448 1844 2887 1762 5186 5646 4680 4239 3523 11235 9104 10986 16532 12429 1146 586 1890 2023 1682 1481 1283 4020 3325 3902 5947 4533 1741 1176 3296 3623 2998 2758 2240 7215 5779 7084 10585 7896 39714 0.0724810388129314 0.000711985214978755 0.101160274524416 0.0587699856218011 0.0269395910482298 0.0307938460632466 0.0197623464468683 0.222546302898263 0.0483769194260946 0.131848658737893 0.23979579468516 0.0468132565201183
3092 8 3642 2481 1154 1350 909 9388 1983 4768 9131 2006 3092 1939 4955 5636 4669 4270 3638 11690 9491 10881 16034 12115 1161 626 1800 2121 1749 1541 1336 4182 3378 3978 5925 4488 1931 1313 3155 3515 2920 2729 2302 7508 6113 6903 10109 7627 39912 0.0778223198932105 0.000192035208372401 0.0904487075327452 0.0625570391457904 0.0295239914111079 0.0357860601533855 0.0230728626625352 0.233380439215035 0.0487273563987507 0.121816772098988 0.225223567971132 0.0514488483089477
3137 1 3763 2403 1439 953 921 9028 1966 5109 9699 2160 3137 1922 5057 5609 4958 4168 3581 11265 9219 10999 16671 12853 1216 628 1851 2090 1743 1508 1344 4012 3329 4027 5978 4618 1921 1294 3206 3519 3215 2660 2237 7253 5890 6972 10693 8235 40579 0.0803510851717364 2.55076321500002e-05 0.0925314345863268 0.0571590336285368 0.0350993491553699 0.0231124567660515 0.0235964972830317 0.217752913852905 0.0507451263423929 0.126571435686997 0.239925590035149 0.0531295698593525
3112 3 4092 2191 1363 1011 737 9497 1870 4827 10399 1999 3112 1895 5362 5622 4922 4139 3369 11619 9271 10720 17211 12984 1220 625 1931 2063 1794 1507 1247 4218 3378 3908 6226 4702 1892 1270 3431 3559 3128 2632 2122 7401 5893 6812 10985 8282 41101 0.0759663753126968 9.52845428872104e-05 0.0994918284768266 0.0527266658556312 0.0329997050512251 0.0243036145595648 0.0181873617408086 0.232224439991896 0.0452168718000775 0.117322122541538 0.2532816308153 0.0481840993115491
2923 41 4011 2244 1475 955 991 9180 1788 4657 9840 2563 2923 1768 5182 5543 4996 4137 3661 11492 9153 10466 16434 13058 1196 597 1883 2022 1814 1467 1349 4127 3344 3872 5939 4743 1727 1171 3299 3521 3182 2670 2312 7365 5809 6594 10495 8315 40668 0.0734205993554543 0.00115397756888296 0.0960257453193487 0.0550092913698365 0.0357072694331557 0.0240170702183247 0.0249118437278937 0.226750268399464 0.0444393425786099 0.115646904991584 0.240368930664486 0.0625487563729593
2976 69 4078 2380 1134 943 1285 9149 1656 4699 9697 2582 2976 1897 5336 5811 4860 4025 3770 11606 8953 10381 16364 13018 1148 639 1905 2085 1778 1540 1313 4309 3271 3714 5928 4788 1828 1258 3431 3726 3082 2485 2457 7297 5682 6667 10436 8230 40648 0.0736409474214365 0.00146653113600234 0.102677645600214 0.0599427017880676 0.0283772356064264 0.0240588794307054 0.0331573816119191 0.225158697701752 0.0417290314249342 0.111320300969159 0.23860846990337 0.0598621774060126
3038 3 3972 2511 1127 1071 1275 8941 1954 4875 9758 2243 3038 1843 5200 5843 4921 4138 3896 11412 9138 10598 16525 12821 1198 615 1868 2049 1854 1517 1425 4228 3415 3831 5947 4691 1840 1228 3332 3794 3067 2621 2471 7184 5723 6767 10578 8130 40768 0.0734759493666891 0.000131875291762816 0.0969716617094763 0.0622183854248552 0.0275583613048501 0.0258894588201487 0.0326520487675042 0.220918305370972 0.0486819297541676 0.120278350781431 0.237744648997801 0.0534790244103414
