"B[1]" "B[2]" "B[3]" "B[4]" "B[5]" "B[6]" "B[7]" "B[8]" "B[9]" "B[10]" "B[11]" "B[12]" "N[1]" "N[2]" "N[3]" "N[4]" "N[5]" "N[6]" "N[7]" "N[8]" "N[9]" "N[10]" "N[11]" "N[12]" "N.nest[1]" "N.nest[2]" "N.nest[3]" "N.nest[4]" "N.nest[5]" "N.nest[6]" "N.nest[7]" "N.nest[8]" "N.nest[9]" "N.nest[10]" "N.nest[11]" "N.nest[12]" "N.walk[1]" "N.walk[2]" "N.walk[3]" "N.walk[4]" "N.walk[5]" "N.walk[6]" "N.walk[7]" "N.walk[8]" "N.walk[9]" "N.walk[10]" "N.walk[11]" "N.walk[12]" "Ntot" "b[1]" "b[2]" "b[3]" "b[4]" "b[5]" "b[6]" "b[7]" "b[8]" "b[9]" "b[10]" "b[11]" "b[12]"
3015 9 3884 2540 1301 761 1136 8808 2561 4547 10033 2565 3015 1784 5065 5685 4906 3830 3505 11014 9395 10482 16614 13040 1240 603 1920 2080 1837 1461 1299 4180 3460 3901 6139 4888 1775 1181 3145 3605 3069 2369 2206 6834 5935 6581 10475 8152 41160 0.0709175762564054 0.000180721386287642 0.0902470161592653 0.0624093012988493 0.0311288733447065 0.0189178684073662 0.028437270121531 0.215280509886277 0.0632466947885581 0.112888777916886 0.242746465182761 0.0635989252511063
3031 6 3770 2795 1167 1100 976 8641 2683 4853 9830 2174 3031 1830 5019 5917 4919 4211 3641 10913 9492 10748 16569 12608 1207 581 1897 2165 1808 1546 1369 4104 3597 4009 6135 4689 1824 1249 3122 3752 3111 2665 2272 6809 5895 6739 10434 7919 41026 0.0731521631265769 0.000202665620523258 0.0915594188637492 0.0679220229105808 0.0282478088168611 0.0277596627251936 0.0240060390103344 0.207363311166788 0.0658489608144583 0.11740005941308 0.243158123448285 0.0533797640835695
3088 7 3761 2521 864 1247 1077 8259 2656 4771 9508 2424 3088 1843 4984 5651 4400 3971 3576 10474 9199 10594 16141 12589 1252 620 1854 2115 1676 1472 1361 3931 3376 3961 5976 4661 1836 1223 3130 3536 2724 2499 2215 6543 5823 6633 10165 7928 40183 0.0763401630684669 0.000185025768208122 0.0934620033587255 0.0638041343511206 0.0208306522039885 0.0313287744326982 0.0268466255811059 0.204811325725278 0.0649384516534897 0.11887730353812 0.238211871211737 0.0603636691070618
3056 7 3975 2554 930 1220 1181 8134 2526 5425 8634 2688 3056 1820 5162 5764 4586 4140 3792 10504 9111 11047 15673 12431 1243 633 1952 2108 1666 1529 1422 3919 3489 4008 5930 4693 1813 1187 3210 3656 2920 2611 2370 6585 5622 7039 9743 7738 40330 0.074174663578737 0.000272115867808204 0.100653984548189 0.063314446677424 0.0220791727070617 0.0307737121784512 0.0298410777015711 0.196940554436125 0.0630236540892919 0.136396309681875 0.215910773685798 0.0666195348476687
2876 29 3834 3081 814 1129 992 8618 2344 4697 9499 2706 2876 1706 4936 6145 4681 4034 3516 10792 9098 10369 15984 12723 1199 604 1872 2278 1776 1510 1342 4038 3426 3884 5967 4734 1677 1102 3064 3867 2905 2524 2174 6754 5672 6485 10017 7989 40619 0.0683581737188459 0.000705288095805656 0.093634123722547 0.0756068358282375 0.0214800576394404 0.0263219821607453 0.0264084792583801 0.212814192858304 0.0584372284818196 0.11736388741086 0.233246549059335 0.0656232017656797
3063 3 3943 2940 646 1124 1065 9070 2335 4531 9472 2499 3063 1764 5110 6112 4470 3889 3479 11256 9441 10469 16075 12615 1302 597 1938 2288 1705 1475 1293 4150 3503 3866 5959 4685 1761 1167 3172 3824 2765 2414 2186 7106 5938 6603 10116 7930 40691 0.0731207255233631 4.14289322665199e-05 0.0961372026618671 0.0721828404924965 0.0151318042173926 0.0287889142150846 0.0261210747296388 0.22038883757026 0.0592006678665509 0.111507948410407 0.235445116375802 0.0619334390048711
3283 23 3578 3016 840 1231 976 8697 2290 4518 9841 2695 3283 1989 4929 6058 4648 4185 3607 10963 9248 10342 16270 12913 1317 638 1887 2250 1694 1554 1341 4005 3424 3913 6052 4833 1966 1351 3042 3808 2954 2631 2266 6958 5824 6429 10218 8080 40988 0.0803275730587416 0.000633116105797025 0.0878220238364292 0.0753225218871822 0.0203228248274988 0.0289230729291146 0.0231275396246341 0.209411784031115 0.0549670222444961 0.109395060734034 0.242983210869643 0.0667642498513153
3080 2 3811 2728 1097 1082 888 9184 2352 4656 9616 2711 3080 1861 5032 5828 4750 4056 3417 11328 9520 10628 16281 13006 1221 640 1932 2175 1776 1527 1273 4160 3548 3963 5986 4836 1859 1221 3100 3653 2974 2529 2144 7168 5972 6665 10295 8170 41207 0.0752278766708419 1.34166008851876e-05 0.0924930220567606 0.0662857222091551 0.0272749328761403 0.0267001006451699 0.0222776966559019 0.220948151510587 0.0571045881900372 0.111016909906559 0.234164937188138 0.0664926454898235
3170 1 3682 3028 825 922 1020 8454 2950 4649 9778 2364 3170 1936 4935 6115 4702 3874 3452 10613 9555 10682 16496 12774 1235 683 1848 2238 1750 1442 1293 4008 3522 3964 6086 4760 1935 1253 3087 3877 2952 2432 2159 6605 6033 6718 10410 8014 40843 0.0784167079430457 6.04652030824785e-05 0.0894499436059458 0.0736854523602392 0.0194996133145653 0.0225774347118677 0.0232643448781431 0.211819420282377 0.071267974158563 0.112325690686214 0.23941386038411 0.0582190924718462
3086 5 3704 3032 640 1041 1171 8759 2612 4901 10282 1924 3086 1857 4912 6082 4441 3847 3562 10994 9483 10878 17085 12731 1234 649 1862 2281 1635 1456 1327 4123 3506 4075 6278 4792 1852 1208 3050 3801 2806 2391 2235 6871 5977 6803 10807 7939 41157 0.0754376089326455 7.84990274546027e-05 0.086447305458126 0.0722761533237889 0.015775868998055 0.0248396996608344 0.0289739824008117 0.212282696883492 0.0645732641129164 0.122858391779431 0.249414385545253 0.047042143877192
