id,23-Sep,24-Sep,25-Sep,26-Sep,27-Sep,28-Sep,29-Sep,30-Sep,1-Oct,2-Oct,3-Oct,4-Oct
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
27,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
B4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B5,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA
B6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B7,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
B8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
B9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
C1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
C4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA
D3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
D6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D8,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
D9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E7,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
E8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F7,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
G8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
I9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
J2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
J3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
J6,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
J7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J8,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
J9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
K3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
K4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
K0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
L1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
L6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
L9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
M8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
N8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
O1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
O2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
O3,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
O4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
